 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25
1254,21.801,21.514,23.993,27.316,26.464,21.164,22.637,23.202,25.261,18.156,26.236,16.772,21.294,16.927,33.929,22.607,22.652,20.563,23.404,19.591,24.859,25.379,20.980,21.020,22.703
1255,21.806,21.461,23.974,27.286,26.405,21.132,22.615,23.144,25.212,18.198,26.208,16.742,21.270,16.905,33.890,22.546,22.642,20.543,23.417,19.568,24.853,25.366,20.964,20.987,22.635
1256,21.795,21.489,23.998,27.288,26.432,21.121,22.604,23.170,25.184,18.224,26.222,16.761,21.233,16.940,33.903,22.561,22.640,20.526,23.353,19.568,24.857,25.410,20.996,21.000,22.665
1257,21.795,21.459,23.964,27.303,26.454,21.129,22.618,23.188,25.200,18.256,26.264,16.761,21.258,16.907,33.931,22.558,22.645,20.520,23.428,19.580,24.848,25.352,20.999,20.996,22.682
1258,21.762,21.455,23.961,27.302,26.411,21.113,22.591,23.191,25.213,18.165,26.210,16.774,21.230,16.923,33.878,22.595,22.608,20.561,23.385,19.565,24.841,25.356,20.980,20.980,22.634
1259,21.813,21.477,23.974,27.285,26.421,21.143,22.553,23.209,25.244,18.112,26.232,16.748,21.240,16.903,33.764,22.539,22.617,20.533,23.389,19.604,24.847,25.340,20.924,20.962,22.655
1260,21.796,21.466,23.994,27.248,26.417,21.117,22.584,23.168,25.219,18.091,26.214,16.717,21.231,16.920,33.926,22.553,22.633,20.522,23.405,19.572,24.850,25.387,20.967,20.995,22.630
1261,21.765,21.470,23.952,27.285,26.413,21.142,22.610,23.173,25.194,18.098,26.215,16.759,21.269,16.915,33.873,22.581,22.631,20.521,23.372,19.575,24.838,25.406,20.987,20.993,22.639
1262,21.769,21.474,23.943,27.268,26.438,21.108,22.643,23.207,25.194,18.094,26.168,16.739,21.235,16.923,33.847,22.512,22.591,20.477,23.352,19.564,24.815,25.406,20.957,20.965,22.638
1263,21.741,21.469,23.939,27.270,26.354,21.083,22.603,23.143,25.213,18.059,26.186,16.769,21.219,16.916,33.894,22.555,22.581,20.521,23.322,19.548,24.841,25.401,20.955,20.992,22.612
1264,21.746,21.433,23.975,27.228,26.345,21.084,22.626,23.173,25.215,18.067,26.202,16.748,21.251,16.923,33.881,22.557,22.596,20.526,23.405,19.560,24.826,25.352,20.944,20.997,22.632
1265,21.780,21.430,23.951,27.239,26.399,21.137,22.640,23.186,25.259,18.180,26.199,16.743,21.230,16.977,33.923,22.556,22.599,20.565,23.407,19.570,24.843,25.400,20.956,20.992,22.649
1266,21.800,21.473,23.973,27.217,26.400,21.138,22.631,23.196,25.238,18.258,26.201,16.757,21.258,16.955,33.896,22.568,22.600,20.553,23.364,19.574,24.839,25.390,20.967,21.008,22.645
1267,21.788,21.509,24.005,27.249,26.477,21.168,22.637,23.157,25.281,18.192,26.197,16.755,21.265,16.959,33.889,22.618,22.616,20.549,23.393,19.609,24.883,25.452,21.001,21.026,22.647
1268,21.812,21.496,24.027,27.304,26.510,21.172,22.623,23.212,25.319,18.160,26.250,16.810,21.302,16.969,33.938,22.618,22.658,20.569,23.428,19.625,24.872,25.415,21.005,21.040,22.698
1269,21.764,21.506,23.985,27.284,26.455,21.154,22.650,23.226,25.293,18.131,26.213,16.750,21.283,16.956,33.897,22.599,22.633,20.564,23.363,19.570,24.844,25.436,20.971,21.019,22.660
1270,21.796,21.491,23.974,27.310,26.471,21.130,22.631,23.219,25.294,18.093,26.206,16.776,21.302,16.963,33.938,22.625,22.651,20.589,23.379,19.603,24.876,25.423,20.978,21.050,22.702
1271,21.828,21.519,23.965,27.299,26.440,21.169,22.642,23.201,25.250,18.081,26.233,16.802,21.323,16.979,33.940,22.627,22.612,20.575,23.366,19.615,24.880,25.408,21.012,21.039,22.658
1272,21.785,21.458,24.018,27.302,26.445,21.183,22.627,23.204,25.252,18.052,26.223,16.789,21.267,16.951,33.943,22.579,22.637,20.611,23.440,19.599,24.861,25.436,20.989,21.019,22.691
1273,21.773,21.462,23.984,27.248,26.347,21.124,22.599,23.157,25.215,18.110,26.154,16.774,21.197,16.945,33.889,22.572,22.626,20.577,23.398,19.593,24.840,25.339,21.017,20.969,22.647
1274,21.809,21.451,24.014,27.269,26.336,21.129,22.617,23.214,25.230,18.087,26.213,16.766,21.204,16.896,33.883,22.557,22.651,20.542,23.417,19.573,24.852,25.364,20.972,20.971,22.642
1275,21.773,21.511,23.969,27.243,26.384,21.128,22.615,23.191,25.204,18.054,26.201,16.758,21.215,16.933,33.893,22.610,22.646,20.541,23.383,19.585,24.840,25.373,20.981,20.989,22.643
1276,21.797,21.540,24.055,27.292,26.359,21.191,22.622,23.249,25.225,18.084,26.260,16.766,21.277,16.930,33.887,22.626,22.678,20.596,23.432,19.589,24.886,25.402,20.987,21.022,22.684
1277,21.824,21.457,24.034,27.256,26.380,21.127,22.615,23.207,25.238,18.077,26.224,16.769,21.256,16.933,33.883,22.609,22.631,20.579,23.373,19.595,24.840,25.421,20.987,20.999,22.641
1278,21.772,21.491,24.002,27.260,26.409,21.135,22.627,23.180,25.225,18.080,26.241,16.746,21.234,16.944,33.878,22.568,22.627,20.558,23.393,19.568,24.848,25.410,20.979,20.985,22.630
1279,21.726,21.500,24.008,27.263,26.400,21.126,22.622,23.210,25.196,18.140,26.212,16.789,21.261,16.928,33.838,22.576,22.643,20.575,23.395,19.593,24.846,25.376,20.985,21.027,22.639
1280,21.746,21.424,23.999,27.251,26.435,21.097,22.561,23.193,25.194,18.146,26.199,16.724,21.245,16.937,33.851,22.556,22.640,20.581,23.420,19.569,24.836,25.403,21.001,20.987,22.605
1281,21.785,21.530,23.985,27.277,26.426,21.140,22.642,23.194,25.230,18.100,26.239,16.759,21.281,16.916,33.861,22.569,22.651,20.576,23.414,19.588,24.861,25.428,20.959,21.011,22.643
1282,21.818,21.511,23.987,27.256,26.469,21.143,22.633,23.211,25.225,18.079,26.221,16.769,21.252,16.922,33.901,22.588,22.618,20.546,23.361,19.568,24.859,25.388,21.015,20.994,22.679
1283,21.784,21.476,23.946,27.264,26.410,21.117,22.620,23.197,25.211,18.051,26.227,16.753,21.243,16.877,33.865,22.553,22.591,20.550,23.370,19.544,24.853,25.380,20.971,20.993,22.652
1284,21.757,21.456,23.920,27.227,26.378,21.130,22.585,23.173,25.224,18.123,26.215,16.764,21.259,16.932,33.871,22.595,22.602,20.501,23.358,19.565,24.841,25.388,20.971,20.978,22.636
1285,21.779,21.510,23.953,27.233,26.445,21.146,22.601,23.152,25.210,18.094,26.200,16.736,21.240,16.898,33.835,22.572,22.603,20.550,23.350,19.586,24.855,25.374,20.971,20.989,22.664
1286,21.802,21.497,23.982,27.283,26.417,21.093,22.593,23.191,25.195,18.074,26.201,16.770,21.213,16.895,33.810,22.572,22.615,20.572,23.405,19.562,24.866,25.381,20.983,21.002,22.631
1287,21.762,21.442,23.988,27.258,26.420,21.068,22.549,23.163,25.182,18.049,26.203,16.745,21.181,16.929,33.736,22.554,22.604,20.533,23.379,19.546,24.828,25.342,20.904,20.967,22.617
1288,21.768,21.437,23.909,27.231,26.386,21.102,22.553,23.191,25.228,18.004,26.189,16.708,21.215,16.919,33.824,22.562,22.624,20.496,23.282,19.540,24.812,25.387,20.952,20.933,22.622
1289,21.769,21.461,23.922,27.232,26.434,21.115,22.616,23.174,25.305,17.992,26.187,16.760,21.194,16.879,33.812,22.581,22.614,20.543,23.357,19.562,24.823,25.340,20.970,20.954,22.660
1290,21.770,21.500,23.986,27.225,26.438,21.135,22.604,23.223,25.344,18.029,26.188,16.741,21.200,16.918,33.841,22.604,22.599,20.557,23.346,19.575,24.866,25.428,20.981,20.990,22.662
1291,21.775,21.420,23.938,27.215,26.407,21.112,22.562,23.127,25.255,17.990,26.137,16.745,21.214,16.869,33.806,22.564,22.578,20.512,23.326,19.563,24.808,25.366,20.948,20.961,22.635
1292,21.778,21.516,23.953,27.237,26.463,21.096,22.564,23.146,25.224,18.004,26.236,16.761,21.236,16.890,33.798,22.590,22.606,20.550,23.354,19.578,24.843,25.355,20.966,20.970,22.613
1293,21.743,21.437,23.905,27.250,26.382,21.093,22.587,23.154,25.221,17.990,26.154,16.725,21.219,16.927,33.802,22.557,22.582,20.481,23.311,19.518,24.785,25.391,20.958,20.941,22.606
1294,21.754,21.466,23.945,27.213,26.408,21.091,22.553,23.127,25.166,17.981,26.141,16.700,21.188,16.865,33.826,22.597,22.584,20.516,23.365,19.536,24.791,25.326,20.949,20.964,22.591
1295,21.756,21.434,23.858,27.173,26.405,21.070,22.554,23.169,25.238,17.944,26.120,16.698,21.153,16.882,33.770,22.541,22.534,20.459,23.306,19.496,24.783,25.356,20.917,20.941,22.610
1296,21.759,21.509,23.921,27.264,26.368,21.114,22.578,23.165,25.210,17.999,26.174,16.747,21.209,16.933,33.804,22.562,22.616,20.518,23.360,19.563,24.827,25.386,20.956,20.980,22.603
1297,21.784,21.456,23.966,27.234,26.340,21.134,22.584,23.185,25.231,18.085,26.164,16.728,21.244,16.870,33.818,22.558,22.596,20.512,23.327,19.555,24.832,25.396,20.984,20.982,22.640
1298,21.777,21.470,23.971,27.188,26.367,21.129,22.596,23.162,25.205,18.099,26.206,16.727,21.245,16.876,33.828,22.551,22.583,20.533,23.371,19.555,24.809,25.347,20.990,20.977,22.605
1299,21.757,21.502,23.946,27.256,26.408,21.126,22.613,23.213,25.197,18.081,26.188,16.728,21.217,16.917,33.833,22.597,22.606,20.500,23.330,19.564,24.830,25.381,20.967,20.979,22.630
1300,21.817,21.491,23.952,27.231,26.436,21.128,22.623,23.158,25.232,18.079,26.200,16.758,21.238,16.922,33.839,22.592,22.615,20.528,23.375,19.575,24.840,25.412,20.991,20.992,22.679
1301,21.809,21.455,23.955,27.259,26.443,21.124,22.577,23.185,25.183,18.154,26.186,16.721,21.243,16.917,33.812,22.536,22.607,20.525,23.325,19.554,24.826,25.394,20.990,20.992,22.629
1302,21.765,21.473,23.916,27.225,26.359,21.109,22.595,23.215,25.224,18.097,26.192,16.707,21.240,16.911,33.795,22.558,22.583,20.524,23.361,19.576,24.844,25.405,20.976,20.987,22.639
1303,21.763,21.440,23.954,27.266,26.415,21.124,22.594,23.166,25.166,18.081,26.158,16.734,21.228,16.897,33.795,22.532,22.579,20.521,23.379,19.554,24.825,25.367,20.985,20.987,22.613
1304,21.742,21.479,23.932,27.209,26.405,21.117,22.647,23.171,25.252,18.075,26.197,16.724,21.216,16.876,33.830,22.569,22.583,20.548,23.399,19.585,24.831,25.370,20.993,20.978,22.626
1305,21.752,21.447,23.920,27.147,26.376,21.063,22.565,23.122,25.146,18.019,26.167,16.723,21.165,16.823,33.738,22.515,22.585,20.516,23.359,19.544,24.800,25.319,20.939,20.922,22.595
1306,21.772,21.464,23.910,27.136,26.330,21.080,22.551,23.122,25.162,17.973,26.158,16.731,21.160,16.850,33.758,22.517,22.585,20.492,23.319,19.528,24.776,25.377,20.956,20.908,22.592
1307,21.765,21.472,23.928,27.237,26.455,21.133,22.625,23.219,25.185,18.074,26.214,16.770,21.244,16.906,33.809,22.572,22.608,20.570,23.367,19.575,24.851,25.387,20.980,20.991,22.637
1308,21.766,21.485,23.926,27.197,26.382,21.096,22.585,23.137,25.142,18.072,26.176,16.752,21.185,16.875,33.769,22.555,22.590,20.505,23.333,19.538,24.815,25.357,20.962,20.937,22.617
1309,21.803,21.513,23.934,27.236,26.411,21.137,22.597,23.132,25.181,18.042,26.170,16.705,21.200,16.918,33.811,22.560,22.638,20.523,23.371,19.559,24.835,25.394,20.965,20.986,22.613
1310,21.773,21.481,23.906,27.247,26.383,21.091,22.613,23.145,25.233,18.018,26.177,16.722,21.231,16.898,33.809,22.546,22.600,20.518,23.356,19.557,24.819,25.432,20.980,20.968,22.608
1311,21.737,21.468,23.951,27.230,26.448,21.072,22.586,23.140,25.257,18.026,26.153,16.709,21.188,16.925,33.748,22.523,22.584,20.516,23.348,19.539,24.801,25.367,20.978,20.961,22.602
1312,21.763,21.456,23.944,27.213,26.389,21.105,22.593,23.205,25.221,18.021,26.163,16.713,21.194,16.938,33.763,22.554,22.589,20.498,23.354,19.530,24.821,25.339,20.937,20.984,22.612
1313,21.778,21.437,23.933,27.173,26.431,21.097,22.578,23.154,25.218,18.069,26.181,16.742,21.194,16.879,33.736,22.549,22.599,20.517,23.359,19.527,24.797,25.353,20.960,20.953,22.627
1314,21.766,21.438,23.909,27.235,26.323,21.060,22.551,23.157,25.189,18.044,26.211,16.741,21.185,16.878,33.714,22.564,22.574,20.501,23.347,19.536,24.817,25.377,20.961,20.979,22.588
1315,21.769,21.402,23.927,27.249,26.415,21.090,22.532,23.110,25.154,18.083,26.151,16.717,21.170,16.881,33.707,22.511,22.571,20.503,23.303,19.520,24.790,25.335,20.932,20.929,22.588
1316,21.732,21.437,23.920,27.245,26.405,21.099,22.540,23.157,25.140,18.109,26.140,16.697,21.176,16.875,33.730,22.511,22.599,20.513,23.387,19.567,24.795,25.314,20.935,20.918,22.576
1317,21.734,21.429,23.922,27.204,26.409,21.099,22.545,23.167,25.160,18.039,26.146,16.696,21.153,16.876,33.703,22.531,22.596,20.479,23.343,19.548,24.787,25.323,20.941,20.954,22.597
1318,21.764,21.425,23.916,27.166,26.381,21.060,22.552,23.096,25.089,18.053,26.158,16.679,21.177,16.854,33.648,22.512,22.553,20.464,23.295,19.537,24.774,25.318,20.947,20.903,22.566
1319,21.733,21.398,23.922,27.156,26.369,21.062,22.534,23.087,25.074,18.014,26.145,16.706,21.174,16.852,33.640,22.506,22.529,20.491,23.327,19.520,24.774,25.275,20.889,20.917,22.559
1320,21.741,21.447,23.914,27.213,26.413,21.096,22.537,23.141,25.105,18.038,26.135,16.730,21.183,16.861,33.701,22.500,22.593,20.482,23.338,19.540,24.825,25.324,20.925,20.960,22.601
1321,21.707,21.425,23.952,27.196,26.447,21.096,22.557,23.104,25.074,18.004,26.186,16.676,21.233,16.882,33.705,22.543,22.610,20.511,23.383,19.561,24.803,25.355,20.946,20.982,22.627
1322,21.782,21.408,23.926,27.140,26.394,21.045,22.554,23.137,25.161,17.992,26.183,16.701,21.201,16.861,33.652,22.571,22.564,20.494,23.355,19.544,24.796,25.316,20.926,20.944,22.589
1323,21.720,21.398,23.914,27.133,26.390,21.040,22.521,23.091,25.216,18.042,26.121,16.685,21.183,16.865,33.679,22.505,22.578,20.493,23.330,19.524,24.776,25.306,20.905,20.938,22.594
1324,21.718,21.419,23.859,27.193,26.358,21.055,22.533,23.084,25.185,18.033,26.177,16.686,21.215,16.845,33.637,22.516,22.569,20.487,23.325,19.516,24.802,25.337,20.905,20.945,22.576
1325,21.718,21.450,23.949,27.213,26.449,21.081,22.532,23.070,25.136,18.413,26.160,16.703,21.186,16.880,33.660,22.532,22.588,20.484,23.369,19.538,24.798,25.314,20.912,20.950,22.574
1326,21.737,21.424,23.987,27.199,26.381,21.042,22.530,23.089,25.142,18.408,26.193,16.743,21.181,16.893,33.630,22.544,22.599,20.525,23.423,19.569,24.783,25.341,20.917,20.965,22.593
1327,21.758,21.426,23.965,27.210,26.377,21.025,22.557,23.093,25.139,18.197,26.205,16.705,21.225,16.871,33.674,22.520,22.586,20.503,23.382,19.536,24.802,25.348,20.890,20.993,22.584
1328,21.711,21.403,23.988,27.183,26.355,21.037,22.564,23.071,25.148,18.125,26.200,16.715,21.215,16.887,33.640,22.519,22.574,20.521,23.369,19.547,24.810,25.305,20.889,21.008,22.573
1329,21.721,21.373,23.909,27.177,26.370,21.078,22.506,23.084,25.161,18.078,26.165,16.706,21.205,16.842,33.644,22.488,22.586,20.482,23.354,19.521,24.823,25.296,20.912,20.973,22.560
1330,21.736,21.415,23.912,27.160,26.380,21.075,22.519,23.089,25.118,18.030,26.131,16.662,21.180,16.843,33.583,22.492,22.591,20.454,23.307,19.496,24.772,25.325,20.909,20.919,22.581
1331,21.683,21.380,23.932,27.182,26.338,21.038,22.543,23.052,25.084,18.003,26.125,16.681,21.155,16.857,33.601,22.451,22.551,20.452,23.355,19.492,24.763,25.322,20.878,20.923,22.556
1332,21.723,21.348,23.877,27.167,26.338,21.036,22.501,23.038,25.099,17.969,26.129,16.657,21.143,16.882,33.627,22.488,22.559,20.477,23.305,19.491,24.778,25.266,20.859,20.890,22.560
1333,21.701,21.361,23.858,27.069,26.313,21.013,22.487,23.030,25.104,17.969,26.139,16.677,21.137,16.798,33.576,22.447,22.540,20.400,23.291,19.480,24.758,25.258,20.864,20.899,22.507
1334,21.647,21.373,23.921,27.113,26.298,21.031,22.478,23.026,25.075,17.952,26.106,16.673,21.114,16.811,33.559,22.471,22.564,20.472,23.319,19.485,24.736,25.249,20.852,20.848,22.529
1335,21.668,21.356,23.900,27.127,26.297,21.026,22.526,23.064,25.110,17.933,26.113,16.663,21.125,16.822,33.593,22.430,22.537,20.454,23.297,19.474,24.743,25.297,20.881,20.887,22.525
1336,21.708,21.376,23.841,27.143,26.298,21.072,22.539,23.065,25.096,17.956,26.097,16.644,21.149,16.787,33.569,22.475,22.550,20.458,23.277,19.490,24.750,25.319,20.854,20.905,22.544
1337,21.709,21.403,23.858,27.112,26.348,21.031,22.461,23.024,25.111,17.934,26.088,16.676,21.145,16.836,33.568,22.460,22.526,20.432,23.273,19.486,24.749,25.285,20.835,20.890,22.539
1338,21.713,21.372,23.853,27.158,26.289,20.968,22.474,23.062,25.053,17.926,26.095,16.652,21.116,16.807,33.568,22.431,22.556,20.444,23.275,19.484,24.740,25.253,20.845,20.889,22.518
1339,21.716,21.378,23.904,27.190,26.351,21.042,22.516,23.099,25.065,17.912,26.097,16.678,21.136,16.820,33.592,22.484,22.586,20.477,23.281,19.477,24.754,25.293,20.876,20.901,22.554
1340,21.716,21.419,23.921,27.171,26.390,21.050,22.539,23.081,25.070,17.924,26.101,16.642,21.147,16.820,33.625,22.479,22.590,20.452,23.305,19.464,24.771,25.301,20.884,20.890,22.575
1341,21.760,21.419,23.925,27.145,26.405,21.015,22.512,23.110,25.101,17.931,26.088,16.678,21.114,16.833,33.582,22.468,22.575,20.470,23.303,19.503,24.761,25.299,20.865,20.895,22.555
1342,21.681,21.343,23.886,27.128,26.390,21.046,22.496,23.043,25.047,17.940,26.090,16.626,21.114,16.778,33.536,22.448,22.548,20.462,23.277,19.458,24.719,25.240,20.840,20.874,22.537
1343,21.677,21.387,23.879,27.078,26.328,21.030,22.504,23.053,25.111,17.940,26.097,16.655,21.120,16.801,33.537,22.441,22.515,20.440,23.318,19.473,24.772,25.253,20.857,20.931,22.540
1344,21.696,21.378,23.859,27.084,26.328,20.997,22.495,23.031,25.130,17.911,26.078,16.623,21.093,16.806,33.516,22.425,22.539,20.403,23.283,19.464,24.727,25.245,20.898,20.878,22.536
1345,21.696,21.433,23.872,27.125,26.413,21.013,22.512,23.098,25.183,17.931,26.117,16.644,21.104,16.819,33.590,22.464,22.529,20.441,23.322,19.456,24.742,25.298,20.870,20.860,22.589
1346,21.707,21.421,23.865,27.109,26.399,21.039,22.544,23.060,25.136,17.917,26.133,16.692,21.135,16.828,33.599,22.465,22.543,20.467,23.286,19.488,24.777,25.289,20.854,20.883,22.552
1347,21.653,21.387,23.903,27.079,26.363,21.023,22.502,23.092,25.102,17.908,26.108,16.626,21.120,16.809,33.558,22.465,22.534,20.397,23.270,19.482,24.759,25.256,20.882,20.882,22.521
1348,21.742,21.418,23.865,27.111,26.386,21.022,22.492,23.082,25.184,17.899,26.114,16.654,21.151,16.820,33.585,22.442,22.531,20.414,23.282,19.469,24.775,25.259,20.880,20.907,22.516
1349,21.708,21.361,23.854,27.102,26.397,21.018,22.496,23.071,25.095,17.929,26.098,16.648,21.130,16.797,33.581,22.424,22.534,20.425,23.262,19.468,24.740,25.247,20.880,20.888,22.517
1350,21.672,21.339,23.841,27.106,26.362,21.005,22.489,23.052,25.096,17.897,26.054,16.651,21.106,16.801,33.556,22.441,22.507,20.437,23.233,19.458,24.732,25.271,20.857,20.858,22.514
1351,21.661,21.333,23.822,27.063,26.250,20.984,22.440,23.032,25.067,17.906,26.062,16.617,21.075,16.769,33.475,22.382,22.491,20.420,23.208,19.421,24.697,25.206,20.801,20.830,22.493
1352,21.634,21.376,23.830,27.110,26.289,20.983,22.469,23.092,25.086,17.935,26.078,16.632,21.088,16.781,33.497,22.428,22.496,20.399,23.204,19.452,24.689,25.286,20.860,20.825,22.507
1353,21.721,21.369,23.850,27.109,26.381,21.061,22.502,23.060,25.112,17.913,26.079,16.621,21.096,16.812,33.583,22.461,22.545,20.420,23.246,19.446,24.727,25.264,20.867,20.846,22.506
1354,21.681,21.387,23.795,27.078,26.324,21.043,22.520,23.058,25.099,17.900,26.072,16.659,21.119,16.856,33.592,22.445,22.494,20.434,23.271,19.476,24.746,25.231,20.895,20.885,22.536
1355,21.687,21.366,23.831,27.096,26.276,21.056,22.467,23.037,25.063,17.892,26.071,16.638,21.146,16.837,33.499,22.430,22.496,20.406,23.245,19.440,24.734,25.251,20.868,20.873,22.532
1356,21.699,21.353,23.801,27.112,26.255,21.006,22.473,23.054,25.067,17.901,26.049,16.631,21.078,16.799,33.503,22.411,22.474,20.366,23.178,19.443,24.710,25.263,20.829,20.848,22.492
1357,21.664,21.330,23.782,27.030,26.248,20.985,22.442,22.985,24.976,17.882,26.043,16.630,21.091,16.756,33.447,22.419,22.475,20.366,23.190,19.397,24.689,25.219,20.817,20.846,22.497
1358,21.617,21.347,23.792,27.095,26.322,20.994,22.467,23.040,25.040,17.854,26.050,16.637,21.092,16.780,33.480,22.443,22.478,20.388,23.232,19.423,24.702,25.231,20.873,20.843,22.490
1359,21.674,21.397,23.832,27.118,26.278,21.019,22.484,23.030,25.072,17.882,26.058,16.645,21.117,16.838,33.541,22.479,22.552,20.413,23.221,19.460,24.731,25.224,20.867,20.886,22.550
1360,21.708,21.347,23.828,27.115,26.229,20.990,22.477,23.063,25.064,17.908,26.093,16.643,21.106,16.816,33.556,22.441,22.488,20.401,23.228,19.460,24.737,25.260,20.868,20.869,22.538
1361,21.696,21.393,23.882,27.163,26.254,21.012,22.475,23.038,25.036,17.907,26.091,16.639,21.117,16.816,33.530,22.416,22.510,20.454,23.272,19.453,24.732,25.283,20.869,20.848,22.504
1362,21.686,21.339,23.859,27.120,26.307,20.985,22.483,23.028,25.034,17.894,26.087,16.600,21.115,16.800,33.523,22.422,22.538,20.457,23.220,19.458,24.727,25.243,20.856,20.875,22.488
1363,21.653,21.353,23.823,27.116,26.359,21.038,22.496,23.048,25.146,17.865,26.103,16.662,21.131,16.797,33.514,22.424,22.487,20.427,23.300,19.455,24.721,25.256,20.850,20.864,22.539
1364,21.703,21.360,23.808,27.130,26.380,21.029,22.497,23.036,25.156,17.894,26.039,16.650,21.120,16.823,33.538,22.456,22.493,20.443,23.262,19.458,24.722,25.272,20.857,20.910,22.516
1365,21.676,21.380,23.828,27.091,26.330,21.019,22.463,23.065,25.193,17.943,26.043,16.644,21.109,16.785,33.452,22.456,22.480,20.422,23.229,19.404,24.709,25.263,20.870,20.871,22.527
1366,21.658,21.338,23.824,27.049,26.331,21.013,22.465,23.066,25.116,18.092,26.064,16.629,21.119,16.803,33.501,22.438,22.523,20.426,23.270,19.466,24.714,25.256,20.845,20.891,22.489
1367,21.700,21.351,23.769,27.108,26.382,21.040,22.505,23.092,25.113,18.135,26.053,16.628,21.134,16.764,33.494,22.448,22.492,20.385,23.208,19.433,24.732,25.288,20.866,20.895,22.530
1368,21.651,21.374,23.794,27.058,26.363,20.981,22.497,23.043,25.080,18.155,26.066,16.668,21.117,16.804,33.512,22.480,22.522,20.421,23.227,19.456,24.711,25.276,20.873,20.881,22.520
1369,21.688,21.306,23.726,27.054,26.344,20.990,22.432,23.012,25.053,18.140,25.977,16.620,21.046,16.747,33.437,22.384,22.460,20.405,23.159,19.406,24.652,25.196,20.864,20.810,22.466
