 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25
2281,32.385,30.920,24.028,30.751,30.889,23.446,24.254,24.507,27.327,19.471,26.587,16.260,20.590,16.317,32.286,23.349,24.509,20.984,23.207,19.277,24.497,26.050,20.955,20.530,24.769
2282,32.503,30.787,24.233,30.803,30.901,23.421,24.204,24.552,27.377,19.434,26.702,16.332,20.599,16.335,32.405,23.349,24.580,21.173,23.294,19.283,24.524,26.056,21.002,20.531,24.758
2283,32.630,30.685,24.395,30.815,30.769,23.229,24.085,24.512,27.232,19.377,26.825,16.311,20.610,16.374,32.311,23.351,24.599,21.284,23.303,19.309,24.556,26.022,20.946,20.538,24.656
2284,32.629,30.568,24.759,30.948,30.670,23.040,24.046,24.471,27.121,19.562,26.997,16.300,20.641,16.372,32.326,23.325,24.654,21.507,23.393,19.342,24.606,26.000,20.986,20.586,24.608
2285,32.734,30.372,25.278,31.287,30.665,22.934,24.018,24.405,27.085,19.962,27.133,16.299,20.635,16.417,32.240,23.400,24.801,21.622,23.366,19.361,24.583,25.942,20.944,20.572,24.618
2286,32.857,30.289,26.399,31.554,30.710,22.847,23.971,24.433,26.814,20.357,27.264,16.333,20.643,16.360,32.177,23.489,25.042,21.979,23.426,19.363,24.572,25.944,20.914,20.625,24.720
2287,33.041,30.311,28.154,31.613,30.694,22.753,23.973,24.455,26.656,20.238,27.412,16.349,20.639,16.384,32.106,23.556,25.288,22.205,23.481,19.416,24.644,25.899,20.919,20.634,24.657
2288,33.014,30.100,29.965,31.497,30.528,22.465,23.823,24.271,26.434,19.831,27.518,16.344,20.684,16.414,31.967,23.524,25.414,22.474,23.470,19.412,24.615,25.802,20.872,20.616,24.501
2289,32.909,29.939,31.162,31.421,30.412,22.272,23.874,24.220,26.313,19.637,27.724,16.322,20.667,16.431,31.883,23.445,25.398,22.610,23.519,19.411,24.621,25.787,20.861,20.607,24.365
2290,33.125,30.090,31.726,31.606,30.536,22.196,23.831,24.198,26.128,19.615,27.997,16.330,20.665,16.428,31.802,23.588,25.551,22.950,23.549,19.449,24.646,25.764,20.834,20.616,24.451
2291,33.153,30.233,31.982,31.764,30.585,22.126,23.759,24.215,26.086,19.544,28.035,16.329,20.659,16.421,31.664,23.654,25.518,23.088,23.546,19.418,24.649,25.716,20.735,20.617,24.423
2292,33.136,30.208,32.095,31.733,30.544,22.067,23.726,24.170,26.005,19.444,28.072,16.306,20.633,16.375,31.637,23.576,25.520,23.231,23.541,19.392,24.631,25.669,20.730,20.579,24.367
2293,33.204,30.019,32.059,31.625,30.480,21.982,23.671,24.130,26.022,19.378,28.044,16.295,20.625,16.368,31.609,23.550,25.525,23.293,23.533,19.397,24.672,25.643,20.728,20.575,24.315
2294,33.253,30.045,32.077,31.646,30.612,21.986,23.631,24.140,25.955,19.356,28.230,16.314,20.680,16.423,31.627,23.669,25.589,23.462,23.655,19.536,25.101,25.678,20.698,20.625,24.397
2295,33.230,30.133,32.138,31.785,30.710,21.972,23.622,24.233,26.098,19.481,28.563,16.387,20.821,16.490,31.639,23.854,25.626,23.469,23.938,19.898,26.728,25.785,20.746,20.762,24.445
2296,33.289,30.089,32.108,31.750,30.774,21.966,23.641,24.251,26.142,19.438,28.582,16.414,20.847,16.513,31.684,23.918,25.625,23.474,23.990,19.989,27.866,25.743,20.738,20.763,24.385
2297,33.274,29.864,31.856,31.750,30.780,21.910,23.563,24.212,26.158,19.408,28.375,16.415,20.815,16.473,31.671,23.895,25.545,23.204,23.978,19.947,28.145,25.684,20.762,20.733,24.347
2298,33.181,29.621,31.654,31.761,30.688,21.837,23.544,24.212,26.123,19.333,28.289,16.386,20.823,16.509,31.637,23.881,25.559,23.043,23.906,19.895,28.082,25.652,20.689,20.744,24.268
2299,33.156,29.550,31.471,31.704,30.637,21.838,23.525,24.220,26.162,19.288,28.150,16.393,20.833,16.515,31.628,23.891,25.512,23.018,23.873,19.859,28.039,25.672,20.672,20.791,24.201
2300,33.075,29.515,31.326,31.672,30.604,21.838,23.547,24.191,26.125,19.249,28.204,16.442,20.866,16.559,31.613,23.913,25.580,23.044,23.977,19.955,28.082,25.690,20.704,20.791,24.206
2301,33.107,29.478,31.376,31.771,30.605,21.785,23.530,24.153,26.091,19.301,28.095,16.488,20.947,16.571,31.564,24.026,25.678,23.201,23.989,19.985,28.094,25.667,20.670,20.814,24.243
2302,33.070,29.410,31.316,31.828,30.666,21.781,23.487,24.145,26.061,19.283,28.142,16.466,20.936,16.569,31.587,24.147,25.865,23.274,24.033,19.994,28.059,25.622,20.655,20.855,24.244
2303,33.062,29.297,31.435,31.865,30.742,21.803,23.489,24.187,26.069,19.331,28.404,16.508,21.015,16.638,31.633,24.221,26.015,23.568,24.158,20.030,28.041,25.621,20.772,20.913,24.271
2304,32.898,29.271,31.633,31.730,30.663,21.804,23.524,24.218,26.080,19.415,28.412,16.553,21.034,16.635,31.619,24.150,25.994,23.626,24.254,20.102,27.974,25.701,20.740,20.932,24.267
2305,32.954,29.201,31.268,31.706,30.778,21.847,23.502,24.255,26.098,19.395,28.460,16.570,21.048,16.649,31.602,24.273,26.073,23.711,24.344,20.163,27.893,25.726,20.734,20.932,24.300
2306,32.901,29.023,30.678,31.576,30.793,21.799,23.492,24.259,26.125,19.324,28.772,16.608,21.043,16.683,31.568,24.249,26.029,23.756,24.530,20.333,27.884,25.693,20.778,20.935,24.279
2307,32.845,29.063,30.233,31.491,30.913,21.885,23.514,24.343,26.185,19.292,28.804,16.650,21.067,16.677,31.601,24.255,26.076,23.734,24.697,20.547,27.819,25.709,20.794,20.945,24.280
2308,32.750,29.021,29.742,31.537,31.129,22.060,23.765,24.552,26.421,19.366,28.679,16.694,21.050,16.662,31.688,24.298,25.961,23.605,24.665,20.506,27.443,25.993,21.101,20.908,24.380
2309,32.901,29.008,29.410,31.710,31.762,22.445,24.209,25.006,26.765,19.637,28.673,16.752,21.031,16.678,31.801,24.418,25.946,23.580,24.587,20.513,27.153,26.480,21.265,20.895,24.637
2310,32.807,29.058,29.071,31.830,31.983,22.622,24.593,25.323,26.986,19.722,28.615,16.932,21.105,16.795,31.932,24.364,25.835,23.528,24.635,20.591,26.983,27.199,21.464,20.965,24.686
2311,32.854,28.997,28.679,31.642,32.012,22.572,24.826,25.429,27.024,19.702,28.440,16.998,21.168,16.828,31.943,24.229,25.604,23.262,24.565,20.597,26.782,27.731,21.437,21.119,24.650
2312,32.667,28.869,28.365,31.492,31.924,22.513,24.824,25.374,27.037,19.668,28.262,16.963,21.214,16.830,31.938,24.089,25.479,23.079,24.464,20.512,26.557,27.964,21.379,21.146,24.564
2313,32.563,28.768,27.984,31.321,31.821,22.438,24.693,25.284,26.987,19.606,28.070,17.270,21.212,17.036,31.859,23.960,25.298,22.821,24.461,20.561,26.417,27.973,21.295,21.149,24.446
2314,32.412,28.583,27.475,31.056,31.583,22.301,24.546,25.152,26.945,19.536,27.830,17.351,21.185,17.056,31.767,23.671,24.996,22.260,24.303,20.498,26.220,27.847,21.187,21.120,24.321
2315,32.251,28.479,27.079,30.842,31.323,22.095,24.322,24.896,26.747,19.436,27.651,17.435,21.196,17.205,31.662,23.552,24.890,22.124,24.258,20.531,26.083,27.598,21.054,21.104,24.129
2316,32.039,28.420,26.737,30.749,31.148,22.048,24.189,24.753,26.721,19.339,27.488,17.502,21.186,17.306,31.553,23.415,24.735,21.828,24.250,20.599,25.941,27.372,20.904,21.057,24.102
2317,31.920,28.397,26.329,30.614,31.065,21.979,24.094,24.700,26.785,19.258,27.317,17.527,21.140,17.339,31.498,23.274,24.613,21.640,24.148,20.501,25.802,27.182,20.843,21.049,23.997
2318,31.630,28.098,26.019,30.504,30.986,21.867,23.958,24.569,26.687,19.126,27.163,17.507,21.140,17.356,31.493,23.201,24.488,21.446,24.086,20.451,25.688,27.002,20.812,21.019,23.927
2319,31.462,27.974,25.774,30.354,30.869,21.778,23.754,24.435,26.690,19.097,27.086,17.518,21.142,17.384,31.408,23.118,24.381,21.344,24.060,20.363,25.603,26.731,20.726,21.047,23.835
2320,31.312,27.842,25.576,30.188,30.756,21.626,23.633,24.327,26.503,18.965,27.028,17.449,21.102,17.435,31.331,23.050,24.334,21.203,24.013,20.271,25.526,26.470,20.647,21.016,23.677
2321,31.032,27.655,25.297,30.230,30.629,21.441,23.485,24.192,26.500,18.881,26.965,17.492,21.090,17.441,31.323,22.963,24.284,21.128,23.968,20.222,25.456,26.142,20.673,20.985,23.521
2322,31.048,27.542,25.184,30.016,30.500,21.412,23.406,24.135,26.494,18.839,26.912,17.528,21.062,17.345,31.272,22.937,24.236,21.056,23.939,20.089,25.365,25.973,20.721,20.980,23.444
2323,30.972,27.554,25.085,30.101,30.393,21.375,23.359,24.031,26.507,18.782,26.887,17.568,21.036,17.331,31.315,22.886,24.170,20.962,23.851,19.981,25.283,25.873,20.883,20.933,23.273
2324,30.739,27.519,25.034,30.009,30.347,21.320,23.311,23.968,26.423,18.777,27.070,17.711,20.986,17.237,31.231,22.874,24.122,20.917,24.006,19.937,25.289,25.778,21.063,20.918,23.215
2325,30.535,27.452,24.944,29.851,30.251,21.266,23.234,23.965,26.551,19.072,27.050,17.844,20.914,17.150,31.260,22.859,24.010,20.861,23.957,19.786,25.194,25.653,21.178,20.868,23.172
2326,30.370,27.329,24.850,29.754,30.244,21.249,23.219,23.948,26.537,20.212,27.035,18.031,20.883,16.988,31.290,22.768,23.981,20.815,23.944,19.694,25.097,25.611,21.297,20.784,23.127
2327,30.459,27.496,24.772,29.722,30.292,21.256,23.164,23.943,26.557,20.811,27.030,18.079,20.787,16.871,31.289,22.806,23.983,20.829,23.987,19.625,25.047,25.554,21.361,20.709,23.118
2328,30.406,27.378,24.702,29.724,30.252,21.250,23.218,24.046,26.647,20.264,27.027,18.101,20.763,16.833,31.325,22.715,23.965,20.777,23.998,19.603,25.001,25.614,21.433,20.680,23.072
2329,30.333,27.344,24.662,29.768,30.353,21.251,23.209,24.097,26.820,19.909,27.011,18.125,20.773,16.799,31.382,22.721,23.959,20.776,24.049,19.593,25.049,25.670,21.492,20.746,23.101
2330,30.292,27.406,24.671,29.810,30.502,21.344,23.274,24.151,26.984,19.668,26.994,18.074,20.772,16.760,31.579,22.812,24.023,20.869,24.078,19.597,25.072,25.815,21.620,20.727,23.160
2331,30.069,27.348,24.651,29.802,30.709,21.318,23.337,24.256,27.136,19.586,26.975,17.998,20.781,16.655,31.750,22.861,23.949,20.894,24.087,19.577,25.110,25.908,21.738,20.715,23.146
2332,30.046,27.408,24.618,29.731,30.708,21.354,23.339,24.272,27.141,19.397,26.961,17.933,20.762,16.626,31.847,22.826,23.989,20.935,24.062,19.575,25.050,25.894,21.785,20.715,23.142
2333,30.050,27.282,24.549,29.661,30.664,21.349,23.346,24.308,27.036,19.286,26.957,17.907,20.728,16.576,31.831,22.792,23.960,20.856,24.064,19.544,25.048,25.867,21.762,20.718,23.165
2334,29.968,27.343,24.526,29.565,30.727,21.360,23.344,24.237,26.879,19.158,26.938,17.855,20.762,16.532,31.788,22.774,23.982,20.884,24.056,19.529,25.020,25.784,21.676,20.694,23.176
2335,29.877,27.380,24.444,29.552,30.690,21.357,23.272,24.156,26.726,19.127,26.887,17.742,20.723,16.492,31.747,22.749,23.817,20.784,23.970,19.499,24.949,25.692,21.543,20.686,23.175
2336,29.951,27.302,24.386,29.575,30.702,21.358,23.280,24.158,26.732,19.061,26.811,17.612,20.693,16.439,31.646,22.772,23.776,20.776,23.912,19.456,24.869,25.644,21.410,20.614,23.171
2337,29.852,27.334,24.337,29.567,30.637,21.279,23.216,24.082,26.698,19.017,26.741,17.508,20.649,16.395,31.566,22.738,23.774,20.775,23.938,19.419,24.840,25.560,21.322,20.593,23.136
2338,29.738,27.298,24.320,29.592,30.701,21.292,23.199,24.170,26.758,19.003,26.733,17.312,20.637,16.379,31.583,22.737,23.770,20.747,23.893,19.407,24.827,25.627,21.276,20.586,23.102
2339,29.717,27.189,24.281,29.607,30.612,21.329,23.192,24.097,26.608,18.998,26.740,17.348,20.648,16.421,31.573,22.748,23.772,20.777,23.951,19.427,24.863,25.540,21.218,20.608,23.171
2340,29.569,27.218,24.274,29.466,30.717,21.265,23.146,24.059,26.497,19.253,26.754,17.250,20.641,16.335,31.501,22.790,23.745,20.758,23.936,19.381,24.830,25.481,21.118,20.582,23.156
2341,29.458,27.051,23.947,28.980,30.426,21.257,23.061,23.949,26.239,19.015,26.509,17.045,20.625,16.349,31.432,22.480,23.434,20.582,23.850,19.355,24.792,25.441,21.047,20.540,23.056
2342,29.444,26.986,24.098,29.437,30.720,21.274,23.048,24.010,26.381,19.354,26.549,16.736,20.401,16.254,31.474,22.763,23.738,20.668,23.805,19.205,24.572,25.454,20.967,20.338,23.116
2343,29.349,26.833,24.155,29.366,30.817,21.248,23.009,23.951,26.364,19.398,26.621,16.703,20.633,16.284,31.491,22.688,23.693,20.647,23.911,19.314,24.815,25.401,20.927,20.584,23.088
2344,29.382,26.900,24.067,29.119,30.608,21.246,22.989,23.946,26.241,19.128,26.613,16.717,20.620,16.333,31.691,22.619,23.621,20.695,24.012,19.317,24.832,25.361,21.012,20.568,23.070
2345,29.335,26.700,23.994,29.216,30.710,21.199,22.976,23.896,26.299,19.112,26.578,16.558,20.549,16.233,31.797,22.620,23.593,20.606,23.981,19.259,24.808,25.327,20.994,20.500,23.102
2346,29.368,26.668,24.103,29.156,30.688,21.177,23.012,23.902,26.173,19.110,26.609,16.476,20.561,16.280,31.838,22.627,23.669,20.637,24.104,19.293,24.822,25.317,21.033,20.516,23.093
2347,29.299,26.591,24.070,29.169,30.775,21.208,23.014,23.941,26.243,19.513,26.637,16.471,20.556,16.249,31.818,22.664,23.678,20.761,24.199,19.261,24.825,25.321,20.971,20.550,23.125
2348,29.040,26.552,24.041,29.139,30.789,21.181,23.023,23.905,26.171,20.162,26.552,16.396,20.550,16.285,31.712,22.693,23.624,20.660,24.422,19.263,24.759,25.335,20.948,20.495,23.119
2349,28.788,26.503,23.978,29.155,30.777,21.154,22.945,23.839,26.140,20.600,26.602,16.366,20.533,16.217,31.633,22.602,23.566,20.636,24.892,19.261,24.785,25.256,20.873,20.471,23.085
2350,28.597,26.588,23.923,29.126,30.646,21.094,22.885,23.802,25.997,20.151,26.572,16.300,20.513,16.244,31.510,22.588,23.522,20.613,25.711,19.287,24.803,25.214,20.803,20.484,22.978
2351,28.570,26.754,23.936,29.152,30.674,21.093,22.842,23.763,25.985,19.825,26.524,16.295,20.494,16.253,31.390,22.493,23.569,20.610,26.603,19.312,24.826,25.169,20.749,20.488,22.983
2352,28.395,26.746,23.877,29.107,30.528,21.032,22.733,23.689,25.874,19.474,26.478,16.268,20.530,16.238,31.254,22.484,23.506,20.541,27.229,19.321,24.841,25.065,20.699,20.489,22.867
2353,28.226,26.584,23.911,29.218,30.594,21.062,22.747,23.689,25.850,19.331,26.507,16.339,20.584,16.310,31.276,22.525,23.534,20.644,27.607,19.420,24.943,25.052,20.686,20.565,22.873
2354,28.211,26.459,23.924,29.184,30.511,20.999,22.756,23.686,25.808,19.124,26.510,16.373,20.588,16.338,31.228,22.416,23.445,20.632,27.571,19.467,25.002,25.060,20.646,20.606,22.759
2355,28.216,26.624,23.904,29.184,30.543,21.021,22.737,23.682,25.768,19.013,26.445,16.355,20.580,16.349,31.230,22.457,23.413,20.560,27.136,19.434,24.954,25.088,20.671,20.566,22.816
2356,28.195,26.490,23.866,29.545,30.510,21.047,22.707,23.655,25.698,18.936,26.313,16.336,20.607,16.344,31.214,22.463,23.426,20.549,26.156,19.381,24.856,25.025,20.640,20.575,22.768
2357,28.017,26.459,23.788,29.600,30.489,21.015,22.704,23.633,25.694,18.897,26.167,16.294,20.610,16.376,31.233,22.443,23.450,20.585,25.429,19.333,24.781,25.067,20.689,20.555,22.739
2358,27.853,26.215,23.785,29.547,30.526,21.008,22.707,23.630,25.705,18.799,26.063,16.263,20.525,16.329,31.214,22.366,23.442,20.602,24.867,19.289,24.708,25.048,20.679,20.532,22.800
2359,27.573,26.200,23.715,29.447,30.647,21.027,22.706,23.675,25.752,18.876,26.008,16.237,20.563,16.282,31.217,22.374,23.383,20.545,24.507,19.225,24.659,25.056,20.673,20.517,22.744
2360,27.481,26.097,23.661,29.287,30.539,20.988,22.677,23.655,25.799,18.778,25.905,16.201,20.552,16.256,31.161,22.357,23.439,20.575,24.188,19.174,24.544,25.032,20.678,20.476,22.758
2361,27.578,26.264,23.724,29.262,30.730,21.110,22.799,23.727,25.782,18.829,25.941,16.189,20.514,16.246,31.252,22.602,23.561,20.655,24.040,19.214,24.550,25.049,20.699,20.504,22.883
2362,27.554,26.117,23.794,29.288,30.707,21.146,22.797,23.788,25.794,18.757,25.954,16.180,20.541,16.256,31.227,22.786,23.651,20.818,23.867,19.213,24.561,25.089,20.700,20.511,22.947
2363,27.531,26.066,23.818,29.213,30.707,21.163,22.782,23.741,25.830,18.796,25.877,16.183,20.529,16.275,31.261,22.789,23.661,20.752,23.758,19.199,24.535,25.090,20.714,20.530,22.908
2364,27.465,26.014,23.786,29.066,30.613,21.103,22.769,23.723,25.883,18.806,25.880,16.179,20.530,16.272,31.238,22.819,23.659,20.827,23.656,19.164,24.501,25.081,20.727,20.519,22.865
2365,27.361,25.920,23.756,29.028,30.541,21.080,22.743,23.701,25.863,18.855,25.810,16.146,20.506,16.233,31.205,22.783,23.642,20.887,23.561,19.155,24.430,25.038,20.707,20.455,22.876
2366,27.244,25.909,23.674,28.903,30.394,21.056,22.751,23.615,25.798,18.863,25.712,16.143,20.465,16.180,31.210,22.736,23.597,20.797,23.462,19.086,24.340,25.009,20.636,20.453,22.800
2367,27.245,25.886,23.745,28.854,30.396,21.104,22.746,23.648,25.768,18.770,25.758,16.116,20.453,16.207,31.193,22.696,23.583,20.782,23.540,19.128,24.390,24.984,20.659,20.449,22.819
2368,27.224,25.728,23.667,28.731,30.220,20.999,22.680,23.633,25.740,18.717,25.697,16.124,20.435,16.207,31.168,22.671,23.528,20.800,23.448,19.115,24.344,24.941,20.621,20.432,22.767
2369,27.144,25.676,23.662,28.761,30.171,20.987,22.635,23.554,25.601,18.591,25.633,16.087,20.440,16.155,31.083,22.665,23.432,20.798,23.342,19.067,24.298,24.937,20.623,20.410,22.747
2370,26.958,25.555,23.619,28.660,30.052,20.949,22.596,23.518,25.622,18.531,25.631,16.074,20.406,16.154,31.024,22.604,23.420,20.723,23.292,19.105,24.294,24.894,20.590,20.366,22.704
2371,26.992,25.516,23.621,28.742,30.068,21.028,22.630,23.591,25.608,18.705,25.627,16.072,20.381,16.119,30.965,22.719,23.388,20.826,23.256,19.048,24.264,24.879,20.551,20.355,22.781
2372,26.918,25.680,23.731,28.774,30.029,20.987,22.602,23.537,25.581,18.731,25.670,16.055,20.406,16.106,30.964,22.855,23.439,20.903,23.226,19.111,24.268,24.876,20.548,20.383,22.786
2373,26.880,25.548,23.795,28.649,30.025,21.005,22.595,23.548,25.517,18.640,25.697,16.048,20.393,16.104,30.947,22.896,23.566,21.038,23.257,19.087,24.257,24.852,20.527,20.364,22.813
2374,26.687,25.508,23.822,28.520,30.034,21.000,22.584,23.510,25.399,18.567,25.698,16.054,20.383,16.130,30.932,22.910,23.576,21.137,23.241,19.121,24.263,24.848,20.484,20.372,22.784
2375,26.746,25.548,23.844,28.416,30.090,20.991,22.571,23.549,25.449,18.601,25.745,16.090,20.444,16.183,30.954,23.021,23.651,21.183,23.253,19.139,24.326,24.842,20.533,20.373,22.853
2376,26.674,25.557,23.895,28.403,30.035,20.983,22.557,23.533,25.499,18.582,25.724,16.082,20.402,16.208,30.933,23.038,23.674,21.250,23.229,19.145,24.363,24.824,20.519,20.409,22.835
2377,26.540,25.437,23.898,28.764,30.002,21.003,22.553,23.620,25.476,18.564,25.718,16.104,20.412,16.185,30.939,23.099,23.648,21.344,23.235,19.133,24.347,24.840,20.522,20.388,22.922
2378,26.482,25.488,23.880,28.989,30.015,21.048,22.644,23.644,25.565,18.590,25.757,16.159,20.491,16.181,31.013,23.098,23.740,21.404,23.270,19.167,24.387,24.912,20.548,20.459,22.927
2379,26.354,25.476,23.919,28.852,30.018,21.022,22.609,23.571,25.526,18.563,25.790,16.118,20.452,16.183,30.977,23.075,23.718,21.410,23.242,19.144,24.391,24.886,20.564,20.436,22.931
2380,26.244,25.339,23.852,28.600,29.861,20.976,22.567,23.514,25.455,18.449,25.688,16.089,20.436,16.144,30.959,22.946,23.599,21.321,23.194,19.096,24.345,24.837,20.520,20.400,22.869
2381,26.245,25.247,23.799,28.566,29.894,21.000,22.551,23.505,25.403,18.451,25.658,16.082,20.414,16.137,30.975,22.937,23.591,21.214,23.155,19.068,24.295,24.827,20.493,20.378,22.888
2382,26.320,25.236,23.799,28.454,29.939,21.014,22.590,23.534,25.438,18.519,25.703,16.111,20.487,16.158,31.000,22.938,23.629,21.246,23.183,19.092,24.374,24.854,20.531,20.480,22.917
2383,26.251,25.135,23.756,28.445,29.945,21.019,22.613,23.570,25.463,18.541,25.709,16.115,20.493,16.240,31.014,22.985,23.498,21.214,23.138,19.106,24.346,24.894,20.536,20.479,22.925
2384,26.101,25.121,23.722,28.497,29.897,21.056,22.626,23.552,25.465,18.454,25.678,16.127,20.505,16.227,31.022,22.831,23.363,20.976,23.159,19.110,24.340,24.906,20.546,20.464,22.934
2385,26.008,25.195,23.710,28.501,29.761,21.082,22.632,23.492,25.442,18.416,25.723,16.109,20.496,16.222,30.989,22.820,23.311,20.957,23.153,19.101,24.353,24.892,20.552,20.473,22.868
2386,25.847,25.005,23.637,28.387,29.662,21.000,22.587,23.492,25.436,18.417,25.691,16.108,20.494,16.213,31.017,22.742,23.241,20.890,23.165,19.099,24.388,24.879,20.519,20.538,22.812
2387,25.834,24.905,23.634,28.283,29.594,20.999,22.579,23.454,25.446,18.441,25.702,16.238,20.715,16.324,30.985,22.669,23.249,20.914,23.093,19.149,24.463,24.821,20.544,20.853,22.793
2388,25.921,24.884,23.648,28.338,29.551,21.017,22.606,23.444,25.556,18.540,25.701,16.303,20.792,16.350,31.054,22.706,23.194,20.878,23.197,19.199,24.518,24.868,20.533,21.084,22.833
2389,25.641,24.853,23.518,28.251,29.545,20.988,22.650,23.484,25.502,18.600,25.647,16.288,20.835,16.388,31.043,22.569,23.094,20.619,23.116,19.159,24.503,24.961,20.589,21.130,22.758
2390,25.573,25.002,23.537,28.270,29.588,21.084,22.609,23.451,25.548,18.783,25.625,16.335,20.810,16.360,31.007,22.625,23.093,20.734,23.103,19.166,24.487,24.895,20.526,21.118,22.834
2391,25.530,24.926,23.555,28.219,29.395,21.042,22.629,23.473,25.495,18.817,25.628,16.335,20.831,16.356,31.044,22.618,23.119,20.638,23.135,19.188,24.511,24.876,20.545,21.089,22.841
2392,25.335,24.794,23.439,28.069,29.290,21.006,22.561,23.377,25.468,18.811,25.602,16.355,20.784,16.332,30.976,22.486,22.999,20.446,23.035,19.142,24.466,24.844,20.527,21.070,22.691
2393,25.222,24.723,23.443,28.006,29.309,20.938,22.608,23.356,25.457,18.956,25.592,16.327,20.730,16.307,30.929,22.478,22.961,20.359,23.083,19.126,24.418,24.853,20.469,21.044,22.671
2394,25.259,24.669,23.393,27.855,29.212,20.947,22.491,23.298,25.376,18.862,25.573,16.286,20.749,16.288,30.934,22.382,22.959,20.391,22.979,19.084,24.402,24.758,20.481,20.992,22.638
2395,25.214,24.465,23.432,27.861,29.108,20.899,22.508,23.254,25.414,18.799,25.568,16.292,20.727,16.297,30.892,22.334,22.958,20.453,23.003,19.085,24.429,24.771,20.448,20.938,22.560
2396,25.353,24.466,23.469,27.863,29.151,20.924,22.489,23.309,25.438,18.745,25.570,16.347,20.736,16.313,30.932,22.388,22.888,20.442,23.003,19.127,24.451,24.775,20.478,20.920,22.650
2397,25.200,24.423,23.412,27.811,29.050,20.896,22.457,23.241,25.431,18.521,25.554,16.348,20.689,16.290,30.882,22.347,22.851,20.486,23.023,19.122,24.399,24.773,20.425,20.835,22.573
2398,24.916,24.239,23.217,27.299,28.914,20.824,22.413,23.173,25.395,18.415,25.476,16.297,20.582,16.182,30.857,22.166,22.734,20.315,22.956,19.080,24.339,24.732,20.431,20.675,22.476
2399,24.937,24.140,23.359,27.636,28.883,20.811,22.412,23.197,25.377,18.396,25.465,16.225,20.502,16.144,30.837,22.202,22.797,20.346,22.806,18.916,24.269,24.698,20.425,20.572,22.432
2400,24.914,24.273,23.399,27.670,28.947,20.854,22.428,23.241,25.392,18.567,25.515,16.270,20.502,16.205,30.842,22.248,22.818,20.419,22.949,19.101,24.282,24.713,20.385,20.535,22.483
2401,24.842,24.122,23.331,27.617,28.849,20.854,22.405,23.176,25.396,18.607,25.524,16.336,20.593,16.228,30.838,22.201,22.717,20.341,23.035,19.160,24.389,24.731,20.473,20.557,22.441
2402,24.774,24.156,23.409,27.740,28.888,20.869,22.403,23.154,25.373,18.626,25.580,16.525,20.804,16.400,30.819,22.224,22.747,20.377,23.158,19.412,24.599,24.755,20.421,20.731,22.443
2403,24.594,24.136,23.450,27.695,28.873,20.855,22.429,23.174,25.431,18.626,25.669,16.529,20.950,16.494,30.854,22.252,22.784,20.455,23.264,19.551,24.759,24.730,20.442,20.836,22.504
2404,24.541,24.068,23.456,27.636,28.807,20.861,22.353,23.100,25.364,18.531,25.706,16.630,21.009,16.543,30.796,22.196,22.772,20.521,23.303,19.588,24.815,24.683,20.415,20.873,22.447
2405,24.367,24.105,23.609,27.530,28.735,20.826,22.356,23.076,25.386,18.485,25.858,16.781,21.222,16.734,30.771,22.273,22.826,20.585,23.589,19.857,25.027,24.709,20.423,21.070,22.462
2406,24.329,24.026,23.781,27.495,28.752,20.819,22.388,23.117,25.391,18.432,25.957,17.126,21.569,17.077,30.835,22.296,22.944,20.825,23.871,20.221,25.279,24.730,20.401,21.390,22.507
2407,24.242,24.052,23.945,27.477,28.622,20.841,22.385,23.055,25.372,18.377,26.104,17.394,21.822,17.347,30.791,22.342,23.100,21.001,24.144,20.432,25.412,24.716,20.396,21.684,22.511
2408,24.234,24.025,24.039,27.545,28.507,20.833,22.311,23.012,25.394,18.333,26.193,17.463,21.876,17.421,30.774,22.390,23.172,21.203,24.276,20.586,25.519,24.641,20.426,21.736,22.497
2409,24.167,23.998,24.155,27.481,28.466,20.856,22.321,22.977,25.373,18.335,26.239,17.467,21.866,17.332,30.792,22.388,23.266,21.271,24.327,20.565,25.530,24.659,20.431,21.659,22.489
2410,24.100,23.916,24.254,27.500,28.338,20.804,22.322,22.989,25.372,18.247,26.336,17.416,21.810,17.324,30.733,22.451,23.364,21.416,24.415,20.651,25.546,24.665,20.414,21.627,22.492
2411,24.098,24.045,24.439,27.565,28.269,20.815,22.230,22.948,25.347,18.259,26.412,17.458,21.727,17.294,30.722,22.584,23.498,21.671,24.483,20.681,25.539,24.654,20.373,21.549,22.510
2412,24.110,24.091,24.686,27.686,28.342,20.878,22.301,22.980,25.343,18.332,26.493,17.477,21.758,17.311,30.727,22.850,23.794,22.033,24.616,20.888,25.575,24.706,20.390,21.530,22.644
2413,24.206,23.994,24.915,27.723,28.316,20.887,22.306,23.001,25.305,18.447,26.626,17.462,21.681,17.240,30.754,22.966,24.091,22.417,24.787,20.921,25.567,24.668,20.371,21.469,22.698
2414,24.215,23.991,25.044,27.616,28.364,20.945,22.354,23.045,25.358,18.390,26.615,17.376,21.509,17.139,30.730,22.990,24.175,22.564,24.771,20.858,25.499,24.685,20.425,21.328,22.701
