 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
1756,20.388,14.266,17.142,13.869,14.389,21.810,24.841,26.035,25.603,23.061,33.918,34.179,30.438,24.952,25.823,25.592,24.573,22.467,35.107,23.811,25.590,21.918
1757,20.357,14.245,17.177,13.851,14.387,21.805,24.770,26.014,25.575,23.022,33.904,34.156,30.416,24.960,25.846,25.520,24.559,22.429,35.096,23.785,25.603,21.896
1758,20.353,14.251,17.126,13.842,14.396,21.802,24.820,26.000,25.611,23.027,33.879,34.126,30.408,24.966,25.831,25.539,24.518,22.446,35.136,23.791,25.606,21.891
1759,20.374,14.366,17.140,13.877,14.412,21.819,24.806,26.081,25.637,23.066,33.897,34.160,30.450,24.984,25.839,25.584,24.546,22.462,35.083,23.825,25.618,21.910
1760,20.384,14.382,17.156,13.908,14.461,21.826,24.817,26.050,25.632,23.061,33.959,34.176,30.466,24.984,25.853,25.601,24.580,22.507,35.114,23.816,25.623,21.930
1761,20.362,14.358,17.120,13.851,14.413,21.803,24.781,26.046,25.583,23.042,33.888,34.120,30.425,24.945,25.797,25.563,24.549,22.443,35.085,23.826,25.595,21.890
1762,20.334,14.338,17.141,13.817,14.394,21.773,24.761,26.014,25.565,23.018,33.868,34.107,30.397,24.931,25.813,25.521,24.505,22.438,34.983,23.732,25.571,21.871
1763,20.347,14.328,17.088,13.851,14.392,21.774,24.754,25.962,25.584,22.993,33.874,34.104,30.357,24.891,25.816,25.528,24.500,22.397,35.006,23.780,25.569,21.866
1764,20.330,14.315,17.101,13.838,14.394,21.773,24.714,25.984,25.529,22.951,33.852,34.100,30.367,24.871,25.774,25.503,24.515,22.396,34.984,23.738,25.529,21.845
1765,20.362,14.318,17.128,13.887,14.386,21.798,24.780,26.011,25.592,23.013,33.872,34.135,30.411,24.910,25.801,25.532,24.527,22.420,35.032,23.773,25.579,21.877
1766,20.360,14.300,17.124,13.845,14.411,21.819,24.753,26.010,25.597,22.999,33.854,34.149,30.433,24.900,25.783,25.541,24.533,22.430,35.011,23.785,25.576,21.885
1767,20.327,14.228,17.080,13.805,14.384,21.743,24.754,25.982,25.557,23.038,33.902,34.119,30.380,24.927,25.786,25.557,24.519,22.415,34.986,23.773,25.531,21.872
1768,20.311,14.238,17.095,13.812,14.367,21.748,24.741,25.951,25.521,23.066,33.828,34.083,30.395,24.889,25.766,25.501,24.479,22.399,34.962,23.772,25.527,21.860
1769,20.283,14.187,17.083,13.785,14.315,21.688,24.709,25.888,25.431,23.007,33.788,34.043,30.325,24.846,25.724,25.451,24.421,22.352,34.910,23.722,25.511,21.813
1770,20.291,14.177,17.059,13.760,14.275,21.712,24.705,25.935,25.487,22.996,33.796,34.081,30.319,24.874,25.756,25.472,24.453,22.356,34.911,23.718,25.514,21.827
1771,20.283,14.132,17.002,13.771,14.321,21.660,24.690,25.932,25.461,22.976,33.820,34.035,30.318,24.845,25.724,25.505,24.471,22.358,34.849,23.696,25.516,21.811
1772,20.251,14.146,17.015,13.760,14.302,21.657,24.658,25.864,25.435,22.943,33.768,33.999,30.271,24.848,25.716,25.487,24.440,22.350,34.871,23.698,25.496,21.796
1773,20.222,14.085,16.975,13.729,14.251,21.650,24.656,25.834,25.439,22.907,33.708,33.973,30.269,24.835,25.721,25.426,24.413,22.327,34.811,23.703,25.463,21.772
1774,20.188,14.099,16.953,13.717,14.232,21.597,24.597,25.808,25.353,22.855,33.664,33.891,30.198,24.806,25.630,25.404,24.342,22.243,34.732,23.633,25.428,21.723
1775,20.164,14.070,16.919,13.709,14.230,21.591,24.564,25.785,25.367,22.840,33.603,33.891,30.174,24.769,25.621,25.388,24.355,22.268,34.683,23.628,25.410,21.721
1776,20.082,14.008,16.899,13.615,14.183,21.502,24.504,25.712,25.320,22.747,33.532,33.805,30.103,24.718,25.551,25.330,24.284,22.178,34.592,23.605,25.372,21.659
1777,20.047,14.035,16.867,13.600,14.115,21.497,24.476,25.714,25.217,22.748,33.515,33.733,30.034,24.694,25.514,25.278,24.246,22.135,34.446,23.607,25.308,21.636
1778,20.049,13.998,16.840,13.613,14.136,21.461,24.467,25.651,25.232,22.742,33.515,33.756,30.044,24.684,25.495,25.278,24.246,22.154,34.434,23.588,25.340,21.629
1779,20.033,14.003,16.827,13.585,14.115,21.462,24.481,25.647,25.203,22.764,33.498,33.730,30.059,24.635,25.478,25.270,24.254,22.136,34.443,23.577,25.298,21.613
1780,20.060,13.988,16.852,13.608,14.148,21.472,24.470,25.682,25.244,22.719,33.488,33.794,30.061,24.656,25.501,25.265,24.256,22.161,34.445,23.588,25.325,21.623
1781,20.030,13.980,16.865,13.613,14.125,21.498,24.457,25.704,25.252,22.782,33.550,33.837,30.085,24.687,25.565,25.294,24.243,22.153,34.469,23.600,25.340,21.632
1782,20.042,13.995,16.848,13.611,14.161,21.466,24.484,25.701,25.236,22.757,33.493,33.787,30.064,24.647,25.511,25.261,24.257,22.136,34.451,23.551,25.311,21.620
1783,20.057,14.014,16.871,13.609,14.144,21.472,24.483,25.669,25.224,22.749,33.546,33.811,30.099,24.677,25.489,25.287,24.288,22.144,34.446,23.559,25.293,21.631
1784,20.067,13.987,16.802,13.610,14.136,21.492,24.458,25.664,25.211,22.736,33.504,33.816,30.059,24.663,25.513,25.257,24.248,22.138,34.429,23.563,25.306,21.633
1785,20.040,13.966,16.841,13.594,14.178,21.456,24.450,25.681,25.215,22.708,33.533,33.754,30.027,24.609,25.511,25.228,24.202,22.112,34.400,23.570,25.276,21.603
1786,20.048,13.962,16.817,13.582,14.116,21.466,24.473,25.671,25.217,22.712,33.492,33.789,30.030,24.640,25.479,25.247,24.224,22.102,34.394,23.556,25.292,21.602
1787,20.056,14.044,16.849,13.614,14.139,21.510,24.495,25.651,25.184,22.726,33.532,33.799,30.057,24.640,25.495,25.275,24.267,22.168,34.399,23.522,25.315,21.627
1788,20.075,14.001,16.867,13.630,14.155,21.486,24.495,25.661,25.212,22.766,33.558,33.803,30.066,24.634,25.479,25.278,24.275,22.178,34.457,23.556,25.314,21.633
1789,20.076,14.055,16.861,13.627,14.142,21.538,24.479,25.663,25.265,22.762,33.548,33.801,30.062,24.630,25.499,25.266,24.243,22.164,34.407,23.560,25.325,21.633
1790,20.080,14.031,16.860,13.607,14.155,21.508,24.507,25.713,25.271,22.764,33.509,33.826,30.065,24.645,25.537,25.245,24.305,22.184,34.454,23.576,25.300,21.639
1791,20.081,14.022,16.865,13.635,14.172,21.539,24.464,25.680,25.247,22.777,33.544,33.782,30.065,24.629,25.477,25.270,24.232,22.206,34.435,23.561,25.333,21.634
1792,20.130,14.060,16.901,13.644,14.172,21.570,24.536,25.750,25.283,22.788,33.627,33.835,30.127,24.672,25.512,25.294,24.294,22.255,34.530,23.610,25.360,21.670
1793,20.128,14.081,16.907,13.628,14.183,21.569,24.529,25.725,25.302,22.804,33.618,33.858,30.123,24.672,25.542,25.293,24.260,22.232,34.495,23.584,25.360,21.667
1794,20.144,14.063,16.917,13.695,14.229,21.562,24.576,25.734,25.324,22.803,33.612,33.888,30.154,24.729,25.562,25.330,24.289,22.246,34.514,23.601,25.349,21.701
1795,20.156,14.072,16.941,13.681,14.222,21.571,24.544,25.789,25.314,22.798,33.599,33.881,30.147,24.704,25.552,25.300,24.290,22.243,34.545,23.622,25.363,21.697
1796,20.166,14.078,16.946,13.681,14.233,21.591,24.568,25.759,25.334,22.836,33.627,33.893,30.144,24.719,25.586,25.331,24.324,22.235,34.591,23.635,25.371,21.705
1797,20.190,14.056,16.947,13.691,14.231,21.608,24.573,25.716,25.319,22.833,33.636,33.912,30.163,24.725,25.576,25.342,24.304,22.248,34.604,23.663,25.403,21.714
1798,20.189,14.094,16.926,13.694,14.225,21.692,24.572,25.794,25.347,22.854,33.678,33.898,30.170,24.773,25.561,25.364,24.354,22.256,34.597,23.599,25.401,21.719
1799,20.185,14.118,16.967,13.659,14.216,21.737,24.578,25.809,25.335,22.815,33.652,33.900,30.162,24.685,25.548,25.349,24.325,22.272,34.544,23.580,25.401,21.723
1800,20.189,14.085,16.968,13.699,14.270,21.673,24.576,25.794,25.339,22.855,33.681,33.907,30.200,24.751,25.583,25.347,24.353,22.277,34.589,23.616,25.376,21.728
1801,20.192,14.092,16.989,13.685,14.243,21.623,24.581,25.777,25.319,22.824,33.620,33.873,30.172,24.751,25.556,25.337,24.360,22.210,34.630,23.596,25.385,21.714
1802,20.205,14.097,16.980,13.756,14.281,21.619,24.558,25.828,25.326,22.868,33.696,33.923,30.177,24.754,25.625,25.379,24.351,22.251,34.578,23.583,25.408,21.731
1803,20.241,14.119,16.988,13.756,14.297,21.651,24.610,25.843,25.370,22.911,33.710,33.974,30.239,24.789,25.627,25.444,24.409,22.280,34.672,23.640,25.437,21.766
1804,20.225,14.157,17.000,13.724,14.266,21.645,24.631,25.861,25.396,22.874,33.706,33.948,30.233,24.784,25.643,25.373,24.359,22.269,34.694,23.655,25.414,21.767
1805,20.230,14.167,17.007,13.760,14.294,21.657,24.637,25.877,25.383,22.871,33.731,33.993,30.271,24.792,25.655,25.386,24.376,22.281,34.712,23.634,25.447,21.772
1806,20.236,14.081,17.028,13.757,14.265,21.675,24.596,25.819,25.371,22.847,33.696,33.928,30.211,24.762,25.623,25.391,24.388,22.272,34.691,23.607,25.409,21.753
1807,20.233,14.109,17.001,13.784,14.295,21.623,24.617,25.851,25.361,22.890,33.737,33.974,30.243,24.799,25.576,25.391,24.408,22.291,34.710,23.651,25.439,21.773
1808,20.248,14.199,17.031,13.762,14.284,21.669,24.602,25.876,25.426,22.918,33.698,33.965,30.233,24.797,25.602,25.395,24.387,22.273,34.700,23.653,25.413,21.766
1809,20.255,14.224,17.000,13.760,14.283,21.638,24.622,25.843,25.378,22.887,33.716,33.961,30.240,24.803,25.615,25.394,24.374,22.275,34.671,23.673,25.448,21.771
1810,20.252,14.181,17.036,13.765,14.315,21.731,24.638,25.853,25.399,22.927,33.749,33.975,30.230,24.817,25.649,25.424,24.379,22.299,34.757,23.676,25.457,21.783
1811,20.277,14.161,17.053,13.763,14.327,21.781,24.661,25.903,25.417,22.924,33.725,34.031,30.248,24.817,25.661,25.411,24.402,22.306,34.715,23.679,25.467,21.787
1812,20.246,14.170,17.029,13.776,14.326,21.771,24.630,25.855,25.456,22.900,33.721,34.002,30.263,24.819,25.663,25.388,24.382,22.322,34.713,23.679,25.461,21.784
1813,20.252,14.151,17.041,13.781,14.272,21.778,24.627,25.835,25.417,22.894,33.739,33.984,30.266,24.789,25.671,25.396,24.423,22.301,34.735,23.677,25.462,21.781
1814,20.275,14.198,17.017,13.776,14.307,21.753,24.650,25.857,25.406,22.916,33.768,34.030,30.273,24.827,25.690,25.438,24.399,22.312,34.753,23.689,25.460,21.809
1815,20.271,14.185,17.032,13.763,14.304,21.757,24.639,25.854,25.406,22.942,33.750,33.997,30.250,24.773,25.638,25.404,24.418,22.289,34.774,23.679,25.447,21.790
1816,20.287,14.178,17.019,13.764,14.296,21.754,24.640,25.885,25.422,22.887,33.703,34.024,30.236,24.792,25.665,25.430,24.382,22.309,34.759,23.661,25.454,21.794
1817,20.295,14.223,17.028,13.789,14.353,21.743,24.694,25.901,25.439,22.949,33.771,34.034,30.286,24.856,25.691,25.462,24.416,22.324,34.756,23.690,25.495,21.825
1818,20.289,14.196,17.037,13.785,14.322,21.681,24.680,25.900,25.435,22.948,33.757,34.009,30.263,24.825,25.708,25.423,24.414,22.314,34.791,23.719,25.477,21.809
1819,20.288,14.176,17.026,13.778,14.319,21.670,24.661,25.871,25.400,22.913,33.756,34.026,30.258,24.820,25.662,25.419,24.450,22.321,34.730,23.712,25.475,21.801
1820,20.309,14.222,17.040,13.780,14.334,21.718,24.671,25.928,25.453,22.961,33.793,34.077,30.308,24.840,25.712,25.424,24.441,22.350,34.803,23.736,25.491,21.826
1821,20.338,14.245,17.056,13.804,14.342,21.717,24.710,25.942,25.489,22.971,33.779,34.081,30.311,24.874,25.710,25.469,24.452,22.369,34.770,23.729,25.530,21.831
1822,20.300,14.212,17.056,13.822,14.352,21.731,24.678,25.952,25.486,22.976,33.791,34.030,30.294,24.874,25.737,25.439,24.452,22.371,34.754,23.736,25.499,21.827
1823,20.326,14.190,17.106,13.807,14.354,21.730,24.707,25.915,25.479,22.963,33.796,34.109,30.323,24.889,25.723,25.480,24.484,22.374,34.766,23.736,25.482,21.842
1824,20.313,14.189,17.046,13.771,14.339,21.734,24.674,25.905,25.460,22.962,33.830,34.018,30.294,24.855,25.679,25.464,24.429,22.327,34.713,23.707,25.501,21.821
1825,20.294,14.205,17.098,13.810,14.344,21.703,24.693,25.896,25.462,22.914,33.801,34.036,30.304,24.874,25.655,25.448,24.398,22.309,34.754,23.729,25.491,21.820
1826,20.313,14.199,17.055,13.826,14.332,21.696,24.678,25.914,25.434,22.973,33.833,34.053,30.297,24.868,25.685,25.467,24.471,22.344,34.770,23.703,25.517,21.829
1827,20.315,14.211,17.062,13.807,14.345,21.707,24.691,25.952,25.462,22.933,33.811,34.060,30.338,24.882,25.717,25.466,24.463,22.356,34.781,23.703,25.505,21.837
1828,20.277,14.175,17.048,13.773,14.299,21.716,24.668,25.902,25.416,22.924,33.746,34.022,30.262,24.860,25.675,25.397,24.418,22.336,34.694,23.678,25.489,21.810
1829,20.283,14.181,17.062,13.773,14.327,21.660,24.659,25.894,25.387,22.931,33.737,34.033,30.236,24.863,25.662,25.440,24.401,22.294,34.679,23.696,25.459,21.799
1830,20.287,14.166,17.035,13.788,14.350,21.692,24.683,25.886,25.423,22.960,33.776,34.033,30.279,24.825,25.673,25.433,24.423,22.345,34.691,23.692,25.469,21.812
1831,20.274,14.190,16.999,13.773,14.297,21.680,24.664,25.876,25.416,22.957,33.740,34.025,30.272,24.844,25.690,25.422,24.395,22.336,34.705,23.693,25.479,21.804
1832,20.286,14.184,17.028,13.765,14.293,21.686,24.668,25.868,25.364,22.918,33.744,34.008,30.260,24.833,25.652,25.382,24.410,22.312,34.673,23.661,25.457,21.791
1833,20.284,14.132,17.048,13.794,14.311,21.679,24.642,25.861,25.393,22.900,33.727,34.002,30.238,24.819,25.671,25.404,24.380,22.335,34.688,23.693,25.451,21.800
1834,20.278,14.178,17.037,13.802,14.294,21.668,24.650,25.903,25.429,22.888,33.771,34.016,30.257,24.838,25.650,25.399,24.420,22.359,34.711,23.677,25.491,21.802
1835,20.263,14.185,17.030,13.794,14.319,21.680,24.648,25.856,25.413,22.901,33.749,34.029,30.230,24.834,25.679,25.415,24.397,22.349,34.633,23.671,25.456,21.787
1836,20.243,14.184,17.008,13.764,14.334,21.670,24.601,25.818,25.330,22.908,33.702,33.984,30.199,24.782,25.642,25.390,24.390,22.314,34.638,23.675,25.421,21.771
1837,20.238,14.183,17.004,13.729,14.307,21.669,24.618,25.866,25.378,22.909,33.697,33.949,30.254,24.796,25.662,25.350,24.357,22.330,34.645,23.657,25.461,21.777
1838,20.242,14.167,16.995,13.732,14.305,21.668,24.618,25.863,25.331,22.901,33.737,33.964,30.223,24.842,25.680,25.432,24.400,22.320,34.652,23.676,25.474,21.775
1839,20.254,14.171,17.029,13.778,14.298,21.655,24.626,25.849,25.380,22.875,33.693,33.964,30.203,24.902,25.704,25.530,24.382,22.351,34.699,23.750,25.534,21.781
1840,20.256,14.185,17.040,13.778,14.336,21.666,24.617,25.868,25.365,22.931,33.734,33.966,30.216,24.931,25.686,25.537,24.376,22.331,34.715,23.718,25.551,21.788
1841,20.255,14.163,17.021,13.797,14.307,21.644,24.611,25.787,25.386,22.865,33.680,33.968,30.204,24.930,25.730,25.505,24.404,22.318,34.730,23.705,25.516,21.782
1842,20.250,14.170,17.010,13.773,14.313,21.683,24.610,25.870,25.378,22.870,33.677,33.965,30.219,24.870,25.664,25.534,24.366,22.321,34.690,23.696,25.527,21.777
1843,20.277,14.145,17.033,13.796,14.316,21.663,24.583,25.839,25.377,22.906,33.701,33.980,30.223,24.905,25.710,25.511,24.410,22.342,34.719,23.709,25.531,21.783
1844,20.274,14.176,17.018,13.769,14.305,21.714,24.648,25.868,25.363,22.916,33.749,34.001,30.258,24.894,25.723,25.542,24.432,22.367,34.753,23.725,25.540,21.797
1845,20.291,14.167,17.020,13.769,14.333,21.692,24.608,25.877,25.442,22.949,33.756,34.073,30.267,24.932,25.754,25.562,24.415,22.364,34.750,23.742,25.573,21.813
1846,20.294,14.225,17.044,13.811,14.358,21.734,24.683,25.896,25.406,22.930,33.767,34.008,30.275,24.903,25.741,25.535,24.399,22.358,34.746,23.735,25.543,21.819
1847,20.294,14.187,17.050,13.788,14.334,21.794,24.678,25.897,25.456,22.921,33.776,34.030,30.247,24.904,25.694,25.539,24.434,22.349,34.730,23.703,25.543,21.811
1848,20.297,14.166,17.065,13.814,14.366,21.810,24.663,25.885,25.455,22.964,33.774,34.022,30.267,24.895,25.713,25.501,24.398,22.350,34.776,23.716,25.540,21.810
1849,20.309,14.172,17.037,13.782,14.321,21.797,24.655,25.887,25.416,22.907,33.810,34.049,30.272,24.888,25.705,25.552,24.428,22.342,34.732,23.728,25.533,21.820
1850,20.261,14.168,17.025,13.761,14.304,21.761,24.626,25.890,25.393,22.869,33.728,33.985,30.255,24.843,25.685,25.464,24.345,22.289,34.646,23.657,25.488,21.787
1851,20.259,14.110,17.037,13.737,14.304,21.798,24.630,25.856,25.377,22.895,33.721,33.971,30.224,24.845,25.676,25.463,24.385,22.315,34.662,23.690,25.492,21.787
1852,20.240,14.146,16.990,13.762,14.298,21.741,24.596,25.830,25.372,22.882,33.696,33.953,30.220,24.822,25.639,25.487,24.385,22.275,34.636,23.629,25.457,21.775
1853,20.255,14.192,17.003,13.742,14.314,21.670,24.607,25.849,25.387,22.898,33.708,33.940,30.228,24.819,25.669,25.474,24.350,22.283,34.698,23.662,25.474,21.766
1854,20.250,14.177,16.994,13.752,14.345,21.631,24.607,25.834,25.354,22.897,33.703,33.919,30.225,24.816,25.654,25.480,24.347,22.297,34.593,23.658,25.465,21.771
1855,20.265,14.160,17.017,13.755,14.286,21.639,24.622,25.846,25.377,22.880,33.722,33.978,30.210,24.829,25.654,25.480,24.386,22.294,34.669,23.601,25.447,21.778
1856,20.256,14.156,17.006,13.739,14.261,21.632,24.619,25.858,25.384,22.881,33.684,33.950,30.216,24.845,25.688,25.476,24.362,22.280,34.642,23.633,25.480,21.782
1857,20.264,14.148,17.001,13.769,14.294,21.639,24.635,25.863,25.364,22.909,33.731,33.967,30.237,24.826,25.652,25.451,24.358,22.283,34.662,23.623,25.459,21.773
1858,20.286,14.205,17.023,13.769,14.326,21.629,24.624,25.848,25.441,22.868,33.727,33.968,30.251,24.831,25.690,25.443,24.386,22.298,34.701,23.651,25.472,21.786
1859,20.275,14.154,17.012,13.739,14.315,21.660,24.654,25.903,25.410,22.920,33.756,34.012,30.223,24.852,25.703,25.462,24.384,22.306,34.653,23.651,25.467,21.795
1860,20.281,14.166,17.028,13.763,14.331,21.658,24.640,25.866,25.369,22.931,33.770,34.001,30.226,24.852,25.667,25.466,24.383,22.303,34.642,23.638,25.452,21.796
1861,20.276,14.195,17.049,13.794,14.331,21.674,24.628,25.851,25.397,22.934,33.744,34.013,30.267,24.807,25.683,25.461,24.365,22.317,34.671,23.628,25.479,21.796
1862,20.257,14.174,17.030,13.749,14.315,21.615,24.598,25.815,25.352,22.903,33.681,33.955,30.171,24.797,25.628,25.430,24.363,22.329,34.662,23.618,25.420,21.765
1863,20.258,14.172,17.006,13.750,14.307,21.638,24.607,25.852,25.395,22.874,33.728,33.967,30.217,24.770,25.640,25.477,24.337,22.324,34.600,23.641,25.436,21.774
1864,20.258,14.132,17.034,13.784,14.301,21.628,24.648,25.826,25.371,22.880,33.738,33.959,30.226,24.808,25.643,25.432,24.344,22.339,34.630,23.634,25.455,21.781
1865,20.254,14.166,17.023,13.761,14.307,21.628,24.588,25.853,25.398,22.856,33.725,33.965,30.224,24.809,25.673,25.449,24.374,22.332,34.634,23.609,25.451,21.780
1866,20.270,14.189,17.024,13.755,14.280,21.651,24.621,25.803,25.371,22.870,33.730,33.966,30.214,24.780,25.688,25.447,24.402,22.331,34.621,23.651,25.470,21.771
1867,20.270,14.177,17.037,13.764,14.322,21.676,24.637,25.868,25.431,22.907,33.746,33.976,30.273,24.832,25.682,25.440,24.368,22.340,34.683,23.649,25.464,21.803
1868,20.267,14.152,17.010,13.740,14.323,21.646,24.615,25.815,25.357,22.892,33.752,33.918,30.221,24.821,25.672,25.453,24.352,22.322,34.597,23.623,25.433,21.777
1869,20.260,14.134,17.010,13.764,14.326,21.684,24.646,25.833,25.392,22.921,33.712,33.968,30.242,24.833,25.687,25.420,24.379,22.331,34.674,23.615,25.451,21.795
1870,20.273,14.151,17.017,13.779,14.312,21.690,24.651,25.850,25.400,22.923,33.756,33.982,30.244,24.869,25.697,25.433,24.332,22.350,34.664,23.655,25.494,21.803
1871,20.289,14.163,17.045,13.799,14.326,21.672,24.640,25.886,25.418,22.942,33.800,34.049,30.293,24.899,25.674,25.484,24.418,22.347,34.708,23.627,25.517,21.815
1872,20.263,14.165,17.027,13.777,14.316,21.668,24.672,25.871,25.373,22.903,33.725,33.989,30.262,24.860,25.629,25.410,24.368,22.320,34.601,23.633,25.483,21.792
1873,20.281,14.183,17.059,13.789,14.331,21.657,24.669,25.888,25.407,22.901,33.769,34.015,30.275,24.899,25.682,25.426,24.375,22.329,34.635,23.645,25.507,21.808
1874,20.267,14.172,16.990,13.768,14.326,21.669,24.631,25.851,25.384,22.917,33.740,34.039,30.289,24.884,25.644,25.430,24.362,22.321,34.621,23.620,25.495,21.801
1875,20.288,14.158,17.049,13.774,14.317,21.659,24.644,25.849,25.419,22.911,33.735,33.990,30.271,24.899,25.667,25.398,24.363,22.298,34.632,23.625,25.465,21.789
1876,20.276,14.153,17.025,13.789,14.327,21.651,24.633,25.853,25.387,22.900,33.713,33.982,30.289,24.862,25.643,25.388,24.365,22.298,34.665,23.626,25.454,21.784
1877,20.274,14.172,17.033,13.750,14.314,21.674,24.650,25.853,25.360,22.941,33.722,33.993,30.296,24.905,25.656,25.398,24.335,22.308,34.649,23.613,25.496,21.792
1878,20.257,14.200,17.027,13.756,14.283,21.637,24.633,25.839,25.365,22.859,33.705,33.939,30.262,24.858,25.622,25.385,24.352,22.282,34.560,23.615,25.464,21.779
1879,20.260,14.168,17.037,13.747,14.319,21.649,24.628,25.871,25.354,22.871,33.706,34.008,30.272,24.868,25.665,25.439,24.350,22.263,34.632,23.632,25.490,21.792
1880,20.271,14.158,17.027,13.786,14.300,21.661,24.633,25.844,25.409,22.909,33.670,33.941,30.261,24.849,25.629,25.387,24.316,22.294,34.642,23.644,25.475,21.787
1881,20.272,14.149,16.992,13.777,14.311,21.620,24.626,25.862,25.349,22.902,33.700,33.961,30.271,24.850,25.637,25.389,24.355,22.263,34.633,23.674,25.445,21.785
1882,20.268,14.189,17.040,13.740,14.284,21.649,24.651,25.851,25.415,22.896,33.722,33.987,30.255,24.857,25.633,25.384,24.337,22.304,34.585,23.638,25.460,21.787
1883,20.250,14.129,17.014,13.750,14.292,21.643,24.604,25.841,25.365,22.858,33.708,33.958,30.231,24.853,25.634,25.380,24.314,22.255,34.600,23.619,25.452,21.774
1884,20.232,14.174,17.017,13.754,14.292,21.605,24.572,25.793,25.328,22.869,33.718,33.957,30.236,24.817,25.614,25.364,24.282,22.229,34.537,23.627,25.460,21.758
1885,20.233,14.141,17.013,13.740,14.282,21.649,24.588,25.817,25.380,22.853,33.697,33.926,30.196,24.807,25.579,25.359,24.301,22.226,34.532,23.608,25.428,21.754
1886,20.242,14.134,16.968,13.760,14.284,21.722,24.597,25.787,25.372,22.857,33.724,33.964,30.236,24.784,25.608,25.372,24.272,22.270,34.549,23.619,25.417,21.762
1887,20.258,14.149,16.993,13.740,14.277,21.736,24.595,25.827,25.333,22.889,33.745,33.977,30.216,24.802,25.633,25.346,24.345,22.235,34.539,23.638,25.420,21.772
1888,20.304,14.178,17.045,13.768,14.309,21.793,24.645,25.860,25.387,22.905,33.754,34.013,30.256,24.822,25.673,25.380,24.375,22.294,34.571,23.660,25.467,21.806
1889,20.276,14.169,16.999,13.769,14.303,21.730,24.679,25.853,25.398,22.909,33.734,34.021,30.268,24.838,25.637,25.377,24.371,22.290,34.589,23.629,25.464,21.797
1890,20.254,14.159,17.029,13.777,14.311,21.722,24.615,25.848,25.361,22.896,33.716,33.962,30.243,24.886,25.681,25.416,24.366,22.245,34.538,23.619,25.481,21.782
1891,20.252,14.134,17.027,13.746,14.282,21.721,24.625,25.849,25.350,22.882,33.745,33.995,30.240,24.833,25.682,25.418,24.357,22.275,34.606,23.628,25.479,21.790
1892,20.284,14.208,17.025,13.766,14.278,21.705,24.668,25.878,25.405,22.878,33.751,34.027,30.260,24.880,25.728,25.461,24.382,22.313,34.575,23.699,25.509,21.812
1893,20.274,14.162,17.030,13.770,14.308,21.670,24.652,25.825,25.429,22.924,33.756,34.016,30.271,24.911,25.688,25.480,24.378,22.281,34.579,23.637,25.500,21.811
1894,20.270,14.161,17.006,13.754,14.291,21.634,24.634,25.862,25.384,22.902,33.754,34.024,30.269,24.881,25.660,25.357,24.379,22.280,34.525,23.695,25.456,21.798
1895,20.284,14.201,16.989,13.781,14.324,21.649,24.654,25.843,25.385,22.890,33.794,34.002,30.232,24.818,25.687,25.384,24.388,22.270,34.543,23.655,25.483,21.796
1896,20.278,14.160,17.045,13.771,14.326,21.662,24.663,25.878,25.377,22.892,33.784,33.980,30.245,24.861,25.657,25.436,24.350,22.302,34.541,23.646,25.462,21.801
1897,20.277,14.151,17.056,13.776,14.300,21.671,24.644,25.847,25.404,22.916,33.752,34.002,30.255,24.857,25.665,25.393,24.394,22.331,34.557,23.649,25.481,21.819
1898,20.260,14.168,17.003,13.771,14.291,21.660,24.606,25.849,25.357,22.910,33.732,33.942,30.241,24.818,25.620,25.339,24.337,22.290,34.501,23.583,25.445,21.790
1899,20.260,14.157,17.029,13.755,14.299,21.645,24.588,25.821,25.368,22.877,33.733,33.977,30.242,24.759,25.604,25.347,24.359,22.275,34.502,23.672,25.411,21.781
1900,20.263,14.191,17.019,13.783,14.332,21.657,24.626,25.834,25.389,22.885,33.735,34.005,30.224,24.828,25.621,25.355,24.349,22.272,34.509,23.655,25.444,21.794
1901,20.258,14.156,17.030,13.753,14.325,21.650,24.618,25.823,25.360,22.860,33.718,33.969,30.225,24.814,25.611,25.353,24.357,22.250,34.492,23.614,25.453,21.791
1902,20.245,14.139,17.006,13.781,14.333,21.672,24.620,25.797,25.397,22.876,33.678,33.948,30.206,24.799,25.617,25.305,24.332,22.287,34.465,23.604,25.402,21.777
1903,20.253,14.134,17.013,13.754,14.321,21.636,24.602,25.824,25.392,22.838,33.693,33.953,30.196,24.785,25.634,25.336,24.288,22.277,34.435,23.623,25.401,21.772
1904,20.395,14.142,17.052,13.773,14.296,21.634,24.623,25.854,25.376,22.848,33.690,33.967,30.203,24.790,25.611,25.333,24.324,22.242,34.445,23.616,25.398,21.778
1905,20.566,14.177,17.061,13.776,14.313,21.635,24.628,25.790,25.372,22.858,33.717,33.923,30.218,24.786,25.609,25.314,24.346,22.248,34.410,23.614,25.417,21.779
1906,20.499,14.172,17.094,13.775,14.353,21.653,24.647,25.839,25.371,22.879,33.708,34.015,30.250,24.794,25.627,25.336,24.333,22.264,34.451,23.643,25.418,21.790
1907,20.406,14.225,17.048,13.785,14.304,21.632,24.589,25.837,25.352,22.838,33.708,33.957,30.199,24.779,25.600,25.347,24.305,22.261,34.438,23.588,25.423,21.776
