time, dGoR #1, dGoR #2, dGoR #3, dGoR #4, dGoR #5, dGoR #6, dGoR #7, dGoR #8, dGoR #9, dGoR #10, dGoR #11, dGoR #12, dGoR #13, dGoR #14, dGoR #15, average
4.05460, 0.35273, 0.34124, 0.34997, 0.37163, 0.37021, 0.40312, 0.36027, 0.40938, 0.35704, 0.35887, 0.32154, 0.28197, 0.35821, 0.34719, 0.28363, 0.35113, 
4.06652, 0.34636, 0.32861, 0.31324, 0.34977, 0.33352, 0.42780, 0.42500, 0.39710, 0.27273, 0.35105, 0.33431, 0.34729, 0.35679, 0.35407, 0.31031, 0.34986, 
4.07845, 0.41940, 0.25591, 0.34895, 0.38661, 0.38967, 0.36363, 0.37346, 0.42087, 0.30501, 0.31744, 0.31822, 0.30531, 0.28898, 0.34496, 0.35728, 0.34638, 
4.09037, 0.36432, 0.37315, 0.32837, 0.36815, 0.30806, 0.37788, 0.39621, 0.40176, 0.33027, 0.35229, 0.32524, 0.34103, 0.32060, 0.34491, 0.37638, 0.35391, 
4.10229, 0.40408, 0.33107, 0.33667, 0.35913, 0.39921, 0.36066, 0.41254, 0.39412, 0.27485, 0.30023, 0.26915, 0.31327, 0.33352, 0.26687, 0.33023, 0.33904, 
4.11422, 0.36487, 0.33248, 0.35333, 0.34186, 0.32094, 0.38901, 0.38225, 0.37629, 0.35012, 0.41263, 0.35115, 0.29585, 0.34409, 0.35647, 0.34280, 0.35427, 
4.12614, 0.34135, 0.33123, 0.34383, 0.40441, 0.38772, 0.42786, 0.40345, 0.38889, 0.39750, 0.34538, 0.31047, 0.30395, 0.30901, 0.30391, 0.34285, 0.35612, 
4.13807, 0.35455, 0.32761, 0.32595, 0.38005, 0.32135, 0.40005, 0.35553, 0.36512, 0.30352, 0.36071, 0.33763, 0.28931, 0.33479, 0.28351, 0.33946, 0.33861, 
4.14999, 0.34542, 0.30467, 0.33796, 0.36195, 0.36696, 0.37076, 0.41027, 0.33053, 0.31193, 0.42851, 0.25251, 0.31123, 0.26679, 0.33488, 0.32343, 0.33719, 
4.16191, 0.35378, 0.34821, 0.30743, 0.33995, 0.37049, 0.42401, 0.37329, 0.39643, 0.32942, 0.30468, 0.35748, 0.37019, 0.29256, 0.31957, 0.33649, 0.34827, 
4.17384, 0.37155, 0.34699, 0.37326, 0.38671, 0.36220, 0.40579, 0.38575, 0.31919, 0.30667, 0.37594, 0.33734, 0.32737, 0.34323, 0.34006, 0.34852, 0.35537, 
4.18576, 0.39612, 0.36048, 0.33882, 0.35137, 0.36866, 0.36155, 0.40513, 0.33951, 0.25459, 0.36679, 0.32335, 0.28036, 0.32835, 0.33564, 0.35731, 0.34454, 
4.19769, 0.37995, 0.32801, 0.33803, 0.41133, 0.34606, 0.37256, 0.42787, 0.31455, 0.32643, 0.34163, 0.28425, 0.39066, 0.31651, 0.29178, 0.35486, 0.34830, 
4.20961, 0.35660, 0.36264, 0.38485, 0.36898, 0.39401, 0.37525, 0.36208, 0.40436, 0.27374, 0.36934, 0.31465, 0.32507, 0.33611, 0.34723, 0.33747, 0.35416, 
4.22153, 0.37016, 0.32608, 0.36237, 0.35398, 0.33587, 0.38245, 0.35975, 0.36874, 0.33921, 0.29171, 0.34031, 0.30378, 0.28077, 0.28914, 0.32528, 0.33531, 
4.23346, 0.36277, 0.36941, 0.35336, 0.38605, 0.34609, 0.37389, 0.40362, 0.38820, 0.35750, 0.33550, 0.33096, 0.36328, 0.32669, 0.33203, 0.34141, 0.35805, 
4.24538, 0.37847, 0.35991, 0.33477, 0.32608, 0.32383, 0.36611, 0.39244, 0.34852, 0.38964, 0.31911, 0.34870, 0.25877, 0.32862, 0.34936, 0.32843, 0.34352, 
4.25731, 0.34053, 0.33878, 0.32339, 0.41284, 0.35069, 0.40483, 0.30502, 0.39317, 0.30592, 0.33658, 0.33043, 0.29054, 0.28103, 0.31899, 0.32090, 0.33691, 
4.26923, 0.39421, 0.34820, 0.32855, 0.33021, 0.36119, 0.37060, 0.38538, 0.29113, 0.29451, 0.34318, 0.33557, 0.26628, 0.34039, 0.30359, 0.33400, 0.33513, 
4.28115, 0.38044, 0.37228, 0.33791, 0.34269, 0.38350, 0.37950, 0.36299, 0.32762, 0.32023, 0.36794, 0.32692, 0.29099, 0.33032, 0.34027, 0.28191, 0.34304, 
4.29308, 0.33247, 0.31534, 0.30719, 0.35583, 0.35424, 0.38554, 0.35883, 0.31524, 0.34979, 0.27219, 0.34398, 0.34502, 0.38006, 0.30069, 0.30825, 0.33498, 
4.30500, 0.36226, 0.33510, 0.31610, 0.37033, 0.34835, 0.33703, 0.37834, 0.36551, 0.31904, 0.32881, 0.32318, 0.33339, 0.31743, 0.29304, 0.38048, 0.34056, 
4.31692, 0.35825, 0.39540, 0.31210, 0.40241, 0.32718, 0.35203, 0.39194, 0.33391, 0.32172, 0.37468, 0.36362, 0.28055, 0.30301, 0.38522, 0.29206, 0.34627, 
4.32885, 0.35831, 0.31643, 0.32664, 0.35917, 0.31437, 0.43434, 0.35894, 0.32722, 0.33592, 0.39495, 0.36326, 0.33252, 0.29347, 0.35435, 0.29194, 0.34412, 
4.34077, 0.36096, 0.30413, 0.30688, 0.33679, 0.37064, 0.38057, 0.39616, 0.44194, 0.40487, 0.29982, 0.28844, 0.31299, 0.36346, 0.39364, 0.28502, 0.34976, 
4.35270, 0.33149, 0.33927, 0.34811, 0.37764, 0.37374, 0.44396, 0.40206, 0.37836, 0.28099, 0.33265, 0.29372, 0.36879, 0.37721, 0.38774, 0.33237, 0.35787, 
4.36462, 0.34422, 0.32284, 0.33151, 0.30355, 0.35016, 0.36631, 0.43727, 0.31362, 0.35988, 0.45678, 0.30592, 0.36274, 0.34499, 0.31588, 0.33172, 0.34983, 
4.37654, 0.34397, 0.37892, 0.31456, 0.42540, 0.42142, 0.38784, 0.38314, 0.36931, 0.30235, 0.34874, 0.31399, 0.27893, 0.30316, 0.36855, 0.36373, 0.35360, 
4.38847, 0.35586, 0.32385, 0.38017, 0.39157, 0.40724, 0.37064, 0.35203, 0.37831, 0.34296, 0.34481, 0.31124, 0.34675, 0.30563, 0.36173, 0.32135, 0.35294, 
4.40039, 0.38820, 0.35113, 0.32320, 0.35821, 0.34280, 0.41520, 0.34506, 0.37687, 0.31913, 0.36868, 0.30593, 0.29760, 0.36352, 0.32587, 0.35364, 0.34900, 
4.41232, 0.37405, 0.36883, 0.35919, 0.34580, 0.33528, 0.36765, 0.33104, 0.39430, 0.31613, 0.37903, 0.28639, 0.35680, 0.30721, 0.32953, 0.31260, 0.34426, 
4.42424, 0.34860, 0.30549, 0.30095, 0.38615, 0.36948, 0.34329, 0.39619, 0.35786, 0.33402, 0.33209, 0.37125, 0.27847, 0.31464, 0.34742, 0.33433, 0.34135, 
4.43616, 0.34718, 0.34510, 0.35932, 0.34994, 0.39743, 0.43995, 0.36939, 0.43125, 0.35992, 0.36239, 0.34413, 0.29754, 0.28067, 0.29676, 0.28781, 0.35125, 
4.44809, 0.34154, 0.31284, 0.31140, 0.38357, 0.36333, 0.36608, 0.38042, 0.38532, 0.29497, 0.29815, 0.29117, 0.36460, 0.27104, 0.35198, 0.42055, 0.34247, 
4.46001, 0.39723, 0.37262, 0.30971, 0.35698, 0.37345, 0.36102, 0.39647, 0.38604, 0.33889, 0.33515, 0.30457, 0.31442, 0.32469, 0.33294, 0.36059, 0.35098, 
4.47194, 0.39313, 0.32831, 0.31629, 0.38113, 0.36080, 0.42107, 0.35833, 0.44765, 0.36808, 0.35829, 0.38429, 0.29877, 0.30251, 0.39466, 0.41912, 0.36883, 
4.48386, 0.35882, 0.37385, 0.38217, 0.39551, 0.36671, 0.46075, 0.42895, 0.37861, 0.30105, 0.34508, 0.33151, 0.29696, 0.32665, 0.36867, 0.38170, 0.36647, 
4.49578, 0.37682, 0.37568, 0.38458, 0.43541, 0.39163, 0.38690, 0.42027, 0.40317, 0.30016, 0.39212, 0.36064, 0.33927, 0.30645, 0.32804, 0.27795, 0.36527, 
4.50771, 0.34613, 0.37683, 0.32259, 0.37297, 0.41834, 0.39897, 0.41557, 0.39375, 0.39303, 0.37774, 0.34366, 0.34045, 0.35652, 0.31747, 0.37024, 0.36962, 
4.51963, 0.44397, 0.42194, 0.34804, 0.42431, 0.40510, 0.45102, 0.44464, 0.36614, 0.36102, 0.39518, 0.38629, 0.39036, 0.29048, 0.37924, 0.32727, 0.38900, 
4.53155, 0.37063, 0.36152, 0.36419, 0.39546, 0.48929, 0.47664, 0.35766, 0.37427, 0.37209, 0.39463, 0.32478, 0.39098, 0.26808, 0.40677, 0.42816, 0.38501, 
4.54348, 0.37077, 0.39666, 0.36794, 0.33485, 0.44390, 0.45680, 0.47328, 0.37359, 0.43405, 0.36406, 0.38096, 0.35071, 0.35222, 0.32142, 0.29973, 0.38140, 
4.55540, 0.37001, 0.37252, 0.37694, 0.44255, 0.39046, 0.41624, 0.42742, 0.37837, 0.37752, 0.43814, 0.34431, 0.31859, 0.44882, 0.31701, 0.40363, 0.38817, 
4.56733, 0.46136, 0.43491, 0.37203, 0.44030, 0.44131, 0.47107, 0.43655, 0.46560, 0.40767, 0.39563, 0.40134, 0.39806, 0.36307, 0.39183, 0.36548, 0.41641, 
4.57925, 0.41776, 0.39896, 0.38458, 0.44046, 0.39811, 0.46683, 0.45053, 0.34692, 0.41104, 0.41108, 0.37957, 0.33198, 0.36209, 0.44584, 0.40368, 0.40329, 
4.59117, 0.41626, 0.37293, 0.36086, 0.44600, 0.49749, 0.47680, 0.42803, 0.48884, 0.44506, 0.42118, 0.42944, 0.42985, 0.43773, 0.39510, 0.35364, 0.42661, 
4.60310, 0.42481, 0.38776, 0.45380, 0.46987, 0.40366, 0.45242, 0.47391, 0.41192, 0.35589, 0.45153, 0.40577, 0.30474, 0.42676, 0.40110, 0.43974, 0.41758, 
4.61502, 0.47518, 0.38519, 0.42731, 0.38131, 0.46097, 0.44682, 0.52323, 0.42768, 0.40641, 0.39513, 0.33333, 0.46474, 0.36062, 0.40585, 0.41439, 0.42054, 
4.62695, 0.39190, 0.39863, 0.42859, 0.46030, 0.40684, 0.43430, 0.38981, 0.42509, 0.47266, 0.51468, 0.38726, 0.37761, 0.39289, 0.48605, 0.43205, 0.42658, 
4.63887, 0.47224, 0.43853, 0.47621, 0.41352, 0.42433, 0.48379, 0.44687, 0.48955, 0.52436, 0.40603, 0.42601, 0.38424, 0.44187, 0.45976, 0.39774, 0.44567, 
4.65079, 0.39608, 0.40709, 0.42891, 0.48918, 0.50789, 0.51042, 0.49013, 0.45121, 0.41823, 0.44132, 0.42305, 0.39944, 0.37508, 0.34831, 0.36583, 0.43014, 
4.66272, 0.45891, 0.45793, 0.50361, 0.46513, 0.50176, 0.49208, 0.45669, 0.49163, 0.37681, 0.44075, 0.36406, 0.40573, 0.32687, 0.41289, 0.47664, 0.44210, 
4.67464, 0.47992, 0.51208, 0.43779, 0.54324, 0.49580, 0.50855, 0.50196, 0.39867, 0.46360, 0.37120, 0.42693, 0.51145, 0.38888, 0.45203, 0.38214, 0.45828, 
4.68657, 0.45192, 0.44968, 0.46777, 0.55768, 0.47883, 0.44275, 0.45155, 0.46355, 0.46470, 0.53805, 0.44500, 0.43222, 0.33469, 0.43531, 0.48565, 0.45996, 
4.69849, 0.48381, 0.46434, 0.41995, 0.42769, 0.42681, 0.50820, 0.47770, 0.44048, 0.40737, 0.51890, 0.47048, 0.45893, 0.37909, 0.42599, 0.41569, 0.44836, 
4.71041, 0.43380, 0.50339, 0.41761, 0.44030, 0.51195, 0.55832, 0.58721, 0.47744, 0.44726, 0.47327, 0.35007, 0.33707, 0.40575, 0.44348, 0.45253, 0.45596, 
4.72234, 0.55115, 0.49235, 0.48464, 0.49755, 0.48872, 0.55814, 0.52579, 0.48690, 0.40693, 0.45481, 0.43647, 0.39889, 0.49428, 0.46825, 0.40188, 0.47645, 
4.73426, 0.55348, 0.50395, 0.53674, 0.43866, 0.51706, 0.50365, 0.50881, 0.50885, 0.48740, 0.46633, 0.44391, 0.42243, 0.34388, 0.45630, 0.42785, 0.47462, 
4.74619, 0.46436, 0.46607, 0.49070, 0.46386, 0.44594, 0.48210, 0.49007, 0.44369, 0.39197, 0.50662, 0.37752, 0.41703, 0.48981, 0.39727, 0.51750, 0.45630, 
4.75811, 0.46932, 0.48475, 0.55678, 0.55142, 0.51484, 0.52834, 0.50165, 0.44816, 0.48870, 0.56356, 0.43377, 0.43118, 0.45052, 0.47984, 0.39251, 0.48636, 
4.77003, 0.43480, 0.48935, 0.48296, 0.50083, 0.58604, 0.54618, 0.48323, 0.54560, 0.53097, 0.44032, 0.46854, 0.48516, 0.49487, 0.46023, 0.47314, 0.49481, 
4.78196, 0.50991, 0.49039, 0.53345, 0.52802, 0.54104, 0.65420, 0.52772, 0.54835, 0.44503, 0.50707, 0.49149, 0.45212, 0.41436, 0.46957, 0.48002, 0.50618, 
4.79388, 0.47090, 0.50776, 0.46230, 0.52999, 0.51314, 0.64179, 0.54451, 0.47411, 0.53597, 0.49021, 0.50803, 0.48960, 0.44088, 0.54198, 0.50476, 0.51039, 
4.80580, 0.46856, 0.50880, 0.55393, 0.54690, 0.52298, 0.62800, 0.58830, 0.48883, 0.43291, 0.53960, 0.54684, 0.50002, 0.54778, 0.41815, 0.49509, 0.51911, 
4.81773, 0.52246, 0.57000, 0.54948, 0.53400, 0.60180, 0.57306, 0.57622, 0.50163, 0.51123, 0.49748, 0.47130, 0.42881, 0.44771, 0.47285, 0.40248, 0.51070, 
4.82965, 0.46461, 0.52315, 0.56095, 0.62121, 0.50395, 0.55403, 0.49097, 0.51083, 0.54225, 0.55270, 0.49362, 0.44295, 0.46326, 0.40209, 0.46977, 0.50642, 
4.84158, 0.47778, 0.57239, 0.54888, 0.54506, 0.53001, 0.59935, 0.49744, 0.54242, 0.52276, 0.42032, 0.45710, 0.46537, 0.48213, 0.53878, 0.52716, 0.51513, 
4.85350, 0.49337, 0.49483, 0.51758, 0.55053, 0.55978, 0.51970, 0.53100, 0.56443, 0.47050, 0.58314, 0.52457, 0.51757, 0.46764, 0.44471, 0.47443, 0.51425, 
4.86542, 0.55963, 0.50829, 0.55604, 0.59486, 0.51753, 0.55326, 0.57281, 0.47522, 0.51726, 0.55053, 0.54150, 0.46209, 0.49392, 0.51480, 0.51263, 0.52869, 
4.87735, 0.52517, 0.59393, 0.58448, 0.65690, 0.56563, 0.54872, 0.48857, 0.54655, 0.45618, 0.50418, 0.49925, 0.44931, 0.47044, 0.62667, 0.51879, 0.53565, 
4.88927, 0.55982, 0.52977, 0.50534, 0.61449, 0.53397, 0.58432, 0.51274, 0.55449, 0.53959, 0.60652, 0.49596, 0.40611, 0.43675, 0.55085, 0.61136, 0.53614, 
4.90120, 0.54076, 0.55976, 0.61674, 0.57942, 0.51326, 0.58743, 0.55887, 0.51309, 0.41343, 0.49187, 0.48805, 0.52914, 0.46376, 0.46433, 0.56208, 0.52547, 
4.91312, 0.55115, 0.60904, 0.50442, 0.60375, 0.61448, 0.52951, 0.64660, 0.58599, 0.50549, 0.47290, 0.44709, 0.43078, 0.50135, 0.54454, 0.50642, 0.53690, 
4.92504, 0.58108, 0.59985, 0.57959, 0.59019, 0.57385, 0.58196, 0.57614, 0.51904, 0.49461, 0.61048, 0.50672, 0.51937, 0.48844, 0.49111, 0.52168, 0.54894, 
4.93697, 0.64051, 0.54004, 0.51252, 0.60921, 0.58774, 0.63296, 0.60449, 0.56452, 0.52566, 0.59147, 0.50493, 0.52505, 0.53901, 0.51231, 0.49960, 0.55933, 
4.94889, 0.60626, 0.53956, 0.55762, 0.62042, 0.57392, 0.62057, 0.56370, 0.57848, 0.57145, 0.47489, 0.44174, 0.51788, 0.49409, 0.46796, 0.59564, 0.54828, 
4.96082, 0.56285, 0.54597, 0.59623, 0.59600, 0.58677, 0.54961, 0.56399, 0.63420, 0.59605, 0.51078, 0.45125, 0.45834, 0.49237, 0.45563, 0.49697, 0.53980, 
4.97274, 0.58530, 0.51692, 0.57754, 0.60603, 0.62721, 0.60359, 0.59508, 0.61034, 0.59243, 0.59970, 0.54193, 0.56805, 0.44784, 0.54029, 0.56937, 0.57211, 
4.98466, 0.55515, 0.60398, 0.54393, 0.53612, 0.52589, 0.60724, 0.54411, 0.59541, 0.58342, 0.53596, 0.51084, 0.45168, 0.46342, 0.59654, 0.49611, 0.54332, 
4.99659, 0.61172, 0.56998, 0.56628, 0.56825, 0.59761, 0.64284, 0.56025, 0.54648, 0.51998, 0.62418, 0.55518, 0.54631, 0.47521, 0.50508, 0.42834, 0.55451, 
5.00851, 0.55056, 0.64914, 0.51415, 0.59381, 0.63379, 0.67639, 0.62197, 0.53120, 0.55609, 0.53957, 0.51335, 0.55579, 0.46438, 0.53595, 0.53815, 0.56495, 
5.02043, 0.55928, 0.56823, 0.49804, 0.64666, 0.55041, 0.56054, 0.62550, 0.54972, 0.51304, 0.48365, 0.52640, 0.48733, 0.58695, 0.48414, 0.55620, 0.54641, 
5.03236, 0.53806, 0.57224, 0.55138, 0.58417, 0.69973, 0.66207, 0.51263, 0.52595, 0.54099, 0.58881, 0.54598, 0.50199, 0.52780, 0.54975, 0.58187, 0.56556, 
5.04428, 0.56938, 0.54901, 0.63754, 0.48531, 0.60147, 0.55438, 0.62115, 0.56123, 0.47997, 0.59245, 0.51246, 0.56098, 0.46089, 0.52240, 0.55087, 0.55063, 
5.05621, 0.53256, 0.57793, 0.51239, 0.58499, 0.57230, 0.55571, 0.57055, 0.58820, 0.51328, 0.54221, 0.52109, 0.48032, 0.55315, 0.48739, 0.53556, 0.54184, 
5.06813, 0.54257, 0.58702, 0.55293, 0.52507, 0.64265, 0.59510, 0.61363, 0.60938, 0.52934, 0.52081, 0.54770, 0.46539, 0.42768, 0.50545, 0.50497, 0.54465, 
5.08005, 0.59544, 0.61456, 0.55404, 0.56148, 0.61543, 0.57867, 0.71405, 0.61372, 0.47947, 0.51629, 0.49784, 0.46982, 0.51599, 0.63327, 0.56518, 0.56835, 
5.09198, 0.59502, 0.54672, 0.54632, 0.61458, 0.61930, 0.60441, 0.59412, 0.54274, 0.53544, 0.62844, 0.57344, 0.53151, 0.54978, 0.54281, 0.60527, 0.57533, 
5.10390, 0.60763, 0.59939, 0.58398, 0.56351, 0.63333, 0.71921, 0.60013, 0.59433, 0.51627, 0.56051, 0.54191, 0.61660, 0.57480, 0.50393, 0.54175, 0.58382, 
5.11583, 0.59452, 0.56365, 0.53270, 0.61577, 0.61717, 0.63475, 0.65895, 0.58138, 0.51220, 0.52293, 0.44433, 0.47170, 0.47385, 0.51483, 0.51221, 0.55006, 
5.12775, 0.54212, 0.54739, 0.51640, 0.58032, 0.56665, 0.56254, 0.60984, 0.58560, 0.43463, 0.55098, 0.54640, 0.47995, 0.48307, 0.63100, 0.54783, 0.54565, 
5.13967, 0.57165, 0.61721, 0.58996, 0.59296, 0.56428, 0.61982, 0.59069, 0.57234, 0.47941, 0.50946, 0.45345, 0.50330, 0.46010, 0.54396, 0.51464, 0.54555, 
5.15160, 0.57555, 0.58048, 0.51013, 0.60605, 0.56826, 0.54185, 0.56464, 0.54130, 0.47454, 0.55938, 0.51345, 0.53440, 0.50696, 0.51192, 0.55680, 0.54305, 
5.16352, 0.58011, 0.60714, 0.51138, 0.57412, 0.55436, 0.56440, 0.58937, 0.54122, 0.54770, 0.58299, 0.55014, 0.55903, 0.43545, 0.58279, 0.54764, 0.55519, 
5.17545, 0.58879, 0.61365, 0.55970, 0.62379, 0.62132, 0.60183, 0.61071, 0.58945, 0.55573, 0.51379, 0.52010, 0.53913, 0.48911, 0.48544, 0.56257, 0.56501, 
5.18737, 0.57766, 0.56677, 0.54044, 0.57492, 0.53410, 0.67053, 0.60483, 0.60586, 0.55077, 0.55104, 0.53571, 0.54556, 0.47161, 0.56001, 0.52546, 0.56102, 
5.19929, 0.60604, 0.52065, 0.52446, 0.57448, 0.58501, 0.58671, 0.60470, 0.57454, 0.53948, 0.63040, 0.47923, 0.53635, 0.50107, 0.54995, 0.57446, 0.55917, 
5.21122, 0.56178, 0.58988, 0.54164, 0.61996, 0.55118, 0.59582, 0.55274, 0.51657, 0.49156, 0.55269, 0.47449, 0.49093, 0.61100, 0.55280, 0.54394, 0.54980, 
5.22314, 0.52115, 0.51732, 0.55032, 0.66638, 0.55994, 0.57579, 0.49383, 0.55183, 0.45938, 0.62918, 0.50104, 0.47631, 0.45410, 0.51782, 0.52603, 0.53336, 
5.23506, 0.62757, 0.52423, 0.57072, 0.59527, 0.61229, 0.64215, 0.54093, 0.51114, 0.55717, 0.59856, 0.53983, 0.53022, 0.51655, 0.56925, 0.49622, 0.56214, 
5.24699, 0.57078, 0.56275, 0.55987, 0.63352, 0.54605, 0.57494, 0.59217, 0.55855, 0.57789, 0.56975, 0.53040, 0.57145, 0.52526, 0.53273, 0.44779, 0.55693, 
5.25891, 0.59329, 0.60541, 0.57240, 0.57753, 0.58246, 0.56113, 0.61383, 0.58414, 0.54849, 0.60752, 0.60213, 0.60141, 0.45716, 0.48263, 0.45210, 0.56278, 
5.27084, 0.60614, 0.50751, 0.60102, 0.59609, 0.62565, 0.65393, 0.51603, 0.60601, 0.50591, 0.52287, 0.48362, 0.47998, 0.56003, 0.49586, 0.48565, 0.54975, 
5.28276, 0.60203, 0.57428, 0.51223, 0.58096, 0.61281, 0.62021, 0.58572, 0.55724, 0.53511, 0.52700, 0.42712, 0.58240, 0.51670, 0.50488, 0.56089, 0.55330, 
5.29468, 0.52900, 0.54296, 0.49457, 0.60045, 0.58610, 0.53959, 0.60771, 0.57618, 0.54577, 0.60241, 0.49056, 0.55366, 0.58042, 0.52475, 0.54807, 0.55481, 
5.30661, 0.53873, 0.51522, 0.60743, 0.54764, 0.53698, 0.59746, 0.60546, 0.50169, 0.56228, 0.60944, 0.52532, 0.46772, 0.49656, 0.52846, 0.48697, 0.54182, 
5.31853, 0.58791, 0.56242, 0.61153, 0.61955, 0.56361, 0.65400, 0.50057, 0.56934, 0.52308, 0.54804, 0.58109, 0.46069, 0.47027, 0.54079, 0.59190, 0.55899, 
5.33046, 0.56037, 0.53382, 0.61478, 0.63536, 0.58746, 0.61785, 0.52729, 0.56854, 0.58818, 0.58214, 0.51267, 0.43186, 0.52166, 0.49331, 0.53691, 0.55415, 
5.34238, 0.57382, 0.58723, 0.56133, 0.55688, 0.57796, 0.59231, 0.62620, 0.56860, 0.51717, 0.45769, 0.54066, 0.56911, 0.45385, 0.61423, 0.54824, 0.55635, 
5.35430, 0.62344, 0.55099, 0.56090, 0.60109, 0.65541, 0.52887, 0.54193, 0.61362, 0.48958, 0.60638, 0.51824, 0.52508, 0.51098, 0.60491, 0.50796, 0.56263, 
5.36623, 0.56784, 0.60789, 0.58367, 0.67637, 0.58990, 0.58832, 0.54250, 0.59915, 0.53325, 0.64895, 0.45269, 0.58086, 0.47159, 0.48105, 0.48690, 0.56073, 
5.37815, 0.56894, 0.54095, 0.57781, 0.66760, 0.56973, 0.59035, 0.62580, 0.54934, 0.57228, 0.54985, 0.46270, 0.43914, 0.47706, 0.50106, 0.54294, 0.54904, 
5.39008, 0.53300, 0.56936, 0.62536, 0.55544, 0.65936, 0.58321, 0.54635, 0.64260, 0.58126, 0.59916, 0.56836, 0.43314, 0.53487, 0.60638, 0.55214, 0.57267, 
5.40200, 0.60084, 0.60380, 0.57421, 0.59836, 0.56617, 0.60772, 0.67872, 0.59726, 0.52523, 0.53804, 0.49985, 0.54661, 0.48982, 0.53719, 0.54083, 0.56698, 
5.41392, 0.60250, 0.51507, 0.60964, 0.61253, 0.54444, 0.64186, 0.66519, 0.57492, 0.50227, 0.48704, 0.46153, 0.51122, 0.48472, 0.45652, 0.51901, 0.54590, 
5.42585, 0.49191, 0.56280, 0.52161, 0.56967, 0.60489, 0.55814, 0.59408, 0.58035, 0.59406, 0.49304, 0.48520, 0.50710, 0.56807, 0.52708, 0.44964, 0.54051, 
5.43777, 0.56341, 0.52889, 0.54284, 0.58440, 0.55080, 0.48808, 0.57504, 0.55130, 0.55445, 0.50879, 0.46029, 0.51860, 0.53913, 0.55762, 0.46878, 0.53283, 
5.44970, 0.64335, 0.53474, 0.56385, 0.58913, 0.55161, 0.61089, 0.62673, 0.53938, 0.48352, 0.62001, 0.48750, 0.50634, 0.47648, 0.46354, 0.53403, 0.54874, 
5.46162, 0.57253, 0.55695, 0.55804, 0.65920, 0.56853, 0.63717, 0.52663, 0.57993, 0.50299, 0.55222, 0.52435, 0.51914, 0.41405, 0.57221, 0.47198, 0.54773, 
5.47354, 0.60076, 0.54604, 0.56229, 0.54610, 0.56057, 0.56488, 0.63332, 0.55308, 0.57015, 0.48545, 0.57207, 0.49608, 0.46628, 0.54263, 0.56775, 0.55116, 
5.48547, 0.55928, 0.55177, 0.46721, 0.55171, 0.55713, 0.58089, 0.56721, 0.56713, 0.49119, 0.49457, 0.50810, 0.50503, 0.52023, 0.47608, 0.46428, 0.52412, 
5.49739, 0.57294, 0.54285, 0.55662, 0.62711, 0.55931, 0.60381, 0.50499, 0.54197, 0.52111, 0.57703, 0.49029, 0.53943, 0.44715, 0.52705, 0.60567, 0.54782, 
5.50931, 0.47634, 0.55938, 0.63197, 0.64179, 0.57819, 0.61380, 0.63488, 0.57871, 0.54860, 0.49036, 0.65143, 0.51702, 0.49019, 0.54976, 0.46637, 0.56192, 
5.52124, 0.59172, 0.61521, 0.54832, 0.63076, 0.63817, 0.56575, 0.55243, 0.61912, 0.50160, 0.50699, 0.50773, 0.50340, 0.55462, 0.62725, 0.56589, 0.56860, 
5.53316, 0.58488, 0.56359, 0.57902, 0.57438, 0.57075, 0.60335, 0.63204, 0.52576, 0.53790, 0.57386, 0.59997, 0.50335, 0.51687, 0.52902, 0.48069, 0.55836, 
5.54509, 0.55930, 0.57042, 0.63849, 0.58373, 0.54092, 0.54731, 0.60073, 0.54976, 0.50566, 0.54159, 0.46994, 0.47252, 0.53220, 0.55493, 0.44825, 0.54105, 
5.55701, 0.64673, 0.56498, 0.54800, 0.51940, 0.55440, 0.52215, 0.58252, 0.54653, 0.50028, 0.52267, 0.59516, 0.51866, 0.43399, 0.58834, 0.55834, 0.54681, 
5.56893, 0.55789, 0.59311, 0.59857, 0.60363, 0.58524, 0.56104, 0.56766, 0.47997, 0.48005, 0.55757, 0.56020, 0.48773, 0.48681, 0.45901, 0.43527, 0.53425, 
5.58086, 0.56720, 0.55320, 0.60490, 0.59193, 0.56174, 0.57387, 0.58775, 0.58608, 0.59858, 0.50022, 0.53292, 0.66467, 0.52417, 0.51669, 0.48457, 0.56323, 
5.59278, 0.60786, 0.49633, 0.56324, 0.56272, 0.55102, 0.62421, 0.57794, 0.53549, 0.54130, 0.62586, 0.59696, 0.43530, 0.54783, 0.57511, 0.52171, 0.55753, 
5.60471, 0.58582, 0.51058, 0.57109, 0.62617, 0.58734, 0.58179, 0.56190, 0.50785, 0.61567, 0.46247, 0.60524, 0.48446, 0.50523, 0.47717, 0.52084, 0.54691, 
5.61663, 0.56932, 0.52620, 0.56373, 0.67276, 0.57846, 0.57573, 0.60385, 0.57296, 0.54635, 0.48844, 0.56890, 0.45188, 0.52219, 0.53310, 0.45535, 0.54861, 
5.62855, 0.54209, 0.53705, 0.52229, 0.61568, 0.58797, 0.65223, 0.51545, 0.55624, 0.53539, 0.50595, 0.47604, 0.53195, 0.43386, 0.48571, 0.47767, 0.53171, 
5.64048, 0.58025, 0.57141, 0.56327, 0.50025, 0.54237, 0.50680, 0.46312, 0.56928, 0.49180, 0.49839, 0.48069, 0.53893, 0.50077, 0.54205, 0.53076, 0.52534, 
